  4   90100  1AC    24       SSMANIFO                                                  -94.76940277  26.95505833
  5   20505  1EC    14              1  4000N  8000E       1501516.09        341241.95    -92.901823    29.595676
  5   20504  1EC    14              1  5979S  6400E       1503116.09         336462.9    -92.896584    29.582595
  5   23387  1EC    14             12  4577N  5005W       1499763.04        340664.95    -92.907313    29.594023
  5    2224  1EC    14             13  5546N  6102E      1503414.096       339695.952  -92.89578505  29.59149629
  5   21492  1EC    14              2  6900S  4100E       1505416.09         337383.9    -92.889388    29.585213
  5   20503  1EC    14              3 11979S  4390W       1499148.04         342462.9    -92.909326    29.598944
  5   21491  1EC    14              4  8579S  4890W       1499648.04         339062.9    -92.907606    29.589614
  5   20499  1EC    14              5  5380N  4700E       1504816.09        339861.95    -92.891382    29.592005
  5   20506  1EC    14              B   350N  6800W       1501558.04        344891.95    -92.901848    29.605714
  5   20507  1EC    14             CF  8079S  7390W       1502148.04         338562.9    -92.899719    29.588333
  5   27044  1EC    14           CF#2  8097S  7390W      1502148.048       338580.904  -92.89972007  29.58838265
  5   27035  1EC    16             CG  3000S  1310E       1537722.19         333483.9    -92.787603    29.575656
  5   23371  1EC    23             10  2074N  3332E       1550458.24         328409.9    -92.747344    29.562142
  5   23378  1EC    23             11  4366N  5058E       1548732.24         326117.9    -92.752683    29.555781
  5    1777  1EC    23             12  2540S  3887E       1549903.24       318265.856  -92.74869504  29.53422931
  5   22384  2EC    23         A PROD  1599S  6709W       1545741.19        317324.85    -92.761745      29.5315
  5   22384  3EC    23     B QUARTERS  1580S  6867W       1545899.19        317305.85    -92.761247    29.531453
  5   22384  1EC    23        CA WELL  1827S  6792W       1545824.19        317552.85    -92.761493    29.532129
  5   22830  1EC    23             CB  5528S  5159W       1544191.19        321253.85    -92.766773     29.54225
  5   23231  1EC    24              1  5391N  5886W       1530160.14         325092.9    -92.811049    29.552317
  5   23351  1EC    24              2  1083S  6117E       1532915.19        316808.85    -92.802051    29.529635
  5   90018  1EC    24              4   825N  7875E      1531157.192       329658.904  -92.80809802  29.56490777
  5   23351  2EC    24              A  1083S  6117E      1532915.192       316808.856  -92.80205071  29.52963495
  5   23351  3EC    24              B  1057S  6119E      1532913.192       316782.856  -92.80205595  29.52956339
  5   23177  1EC    25              D  2057S  4600E       1519674.14        317782.85    -92.843722     29.53184
  5   22683  1EC    26              A  3408S  3353W       1498111.04        319133.85    -92.911578    29.534756
  5   22518  1EC    31              B  5035N   922E       1508594.09        310690.85    -92.878259    29.511932
  5   22659  1EC    32              A  1900N  4200E       1520074.14        313825.85    -92.842301    29.520973
  5    1629  1EC    33             10   456S  1167W      1525441.144       301423.808  -92.82492004  29.48706387
  5   20525  1EC    33              5  1000N  5200E      1533832.192       314725.856   -92.7990838  29.52393943
  5   20598  1EC    33              A  5260S  6822E       1532210.19         306227.8     -92.80384    29.500514
  5   20136  1EC    33             CF  6719N  6677E          1532355           309007   -92.8034972   29.5081617
  5   23274  1EC    33              D  2802N  2200W       1526474.14        312923.85    -92.822143    29.518723
  5     175  1EC    34              2  4144N  2069W      1541101.192       311581.856  -92.77610619  29.51554776
  5   22098  3EC    34              6  5995S  3046W       1542078.19         306962.8    -92.772853     29.50288
  5   22098  2EC    34              A  5981S  3036W       1542068.19         306948.8    -92.772883    29.502841
  5   22098  1EC    34              B  5280S  3036W       1542068.19         306247.8    -92.772856    29.500913
  5    2413  1EC    34           No.1   162N  5576E       1548214.24       315563.856  -92.75390035  29.52674186
  5   24097  1EC    36              1   479S  1789W       1570348.28         301467.8  -92.68378784  29.48871613
  5    1100  1EC    36        CAIS.#1  1866S  3393E      1579913.336       302833.808  -92.65377561  29.49277911
  5    2219  1EC    37              A  2004S  1098W      1584404.336       302971.808   -92.6396654  29.49330014
  5     680  1EC    38              8  3065N  3435W      1586741.336       297902.808  -92.63213961  29.47943427
  5     452  1EC    38             #7  6215S   301W        292424.85        292424.85  -92.64179111  29.46427278
  5   21794  1EC    38              1   576S   560E   1590234.402907        286785.76     -92.62077    29.448972
