Name,Latitude,Longitude,Latitude_DMS,Longitude_DMS,Type
Wreck,24.95179 N,81.77475 W,"24° 57' 6.44"" N","81° 46' 29.1"" W",Wreck
Wreck,37.28256 N,75.66669 W,"37° 16' 57.22"" N","75° 40' 0.08"" W",Wreck
Wreck,24.95004 N,81.49965 W,"24° 57' 0.14"" N","81° 29' 58.74"" W",Wreck
Wreck,41.81182 N,70.3754 W,"41° 48' 42.55"" N","70° 22' 31.44"" W",Wreck
Wreck,24.43549 N,81.61219 W,"24° 26' 7.76"" N","81° 36' 43.88"" W",Wreck
Wreck,41.91384 N,70.50632 W,"41° 54' 49.82"" N","70° 30' 22.75"" W",Wreck
Wreck,24.46373 N,81.55498 W,"24° 27' 49.43"" N","81° 33' 17.93"" W",Wreck
Wreck,41.90747 N,70.49297 W,"41° 54' 26.89"" N","70° 29' 34.69"" W",Wreck
Wreck,41.93777 N,70.49127 W,"41° 56' 15.97"" N","70° 29' 28.57"" W",Wreck
Wreck,24.47272 N,81.51789 W,"24° 28' 21.79"" N","81° 31' 4.4"" W",Wreck
Wreck,41.94617 N,70.48992 W,"41° 56' 46.21"" N","70° 29' 23.71"" W",Wreck
Wreck,41.91749 N,70.44408 W,"41° 55' 2.96"" N","70° 26' 38.69"" W",Wreck
Wreck,24.94864 N,81.89941 W,"24° 56' 55.1"" N","81° 53' 57.88"" W",Wreck
Wreck,41.91512 N,70.38259 W,"41° 54' 54.43"" N","70° 22' 57.32"" W",Wreck
Wreck,24.41668 N,81.84945 W,"24° 25' 0.05"" N","81° 50' 58.02"" W",Wreck
Wreck,41.89963 N,70.36492 W,"41° 53' 58.67"" N","70° 21' 53.71"" W",Wreck
Wreck,24.44979 N,81.5817 W,"24° 26' 59.24"" N","81° 34' 54.12"" W",Wreck
Wreck,41.64025 N,69.8004 W,"41° 38' 24.9"" N","69° 48' 1.44"" W",Wreck
Wreck,41.63215 N,69.76582 W,"41° 37' 55.74"" N","69° 45' 56.95"" W",Wreck
Wreck,41.90767 N,70.26594 W,"41° 54' 27.61"" N","70° 15' 57.38"" W",Wreck
Wreck,41.82828 N,69.88001 W,"41° 49' 41.81"" N","69° 52' 48.04"" W",Wreck
Wreck,41.8665 N,69.78453 W,"41° 51' 59.4"" N","69° 47' 4.31"" W",Wreck
Wreck,41.77539 N,69.69202 W,"41° 46' 31.4"" N","69° 41' 31.27"" W",Wreck
Wreck,41.91015 N,69.8798 W,"41° 54' 36.54"" N","69° 52' 47.28"" W",Wreck
Wreck,42.00991 N,70.53175 W,"42° 0' 35.68"" N","70° 31' 54.3"" W",Wreck
Wreck,42.15626 N,70.56096 W,"42° 9' 22.54"" N","70° 33' 39.46"" W",Wreck
Wreck,42.03782 N,70.00946 W,"42° 2' 16.15"" N","70° 0' 34.06"" W",Wreck
Wreck,42.85699 N,70.39509 W,"42° 51' 25.16"" N","70° 23' 42.32"" W",Wreck
Wreck,43.31466 N,69.53478 W,"43° 18' 52.78"" N","69° 32' 5.21"" W",Wreck
Wreck,41.21099 N,72.86339 W,"41° 12' 39.56"" N","72° 51' 48.2"" W",Wreck
Wreck,42.04603 N,70.49389 W,"42° 2' 45.71"" N","70° 29' 38.0"" W",Wreck
Wreck,42.05561 N,70.48161 W,"42° 3' 20.2"" N","70° 28' 53.8"" W",Wreck
Wreck,42.15031 N,70.56611 W,"42° 9' 1.12"" N","70° 33' 58.0"" W",Wreck
Wreck,42.09237 N,70.42218 W,"42° 5' 32.53"" N","70° 25' 19.85"" W",Wreck
Wreck,42.07343 N,70.32979 W,"42° 4' 24.35"" N","70° 19' 47.24"" W",Wreck
Wreck,42.03224 N,69.93396 W,"42° 1' 56.06"" N","69° 56' 2.26"" W",Wreck
Wreck,42.06183 N,69.93331 W,"42° 3' 42.59"" N","69° 55' 59.92"" W",Wreck
Wreck,38.74288 N,74.61065 W,"38° 44' 34.37"" N","74° 36' 38.34"" W",Wreck
Wreck,42.05929 N,69.89767 W,"42° 3' 33.44"" N","69° 53' 51.61"" W",Wreck
Wreck,42.08414 N,69.91785 W,"42° 5' 2.9"" N","69° 55' 4.26"" W",Wreck
Wreck,42.04898 N,69.8334 W,"42° 2' 56.33"" N","69° 50' 0.24"" W",Wreck
Wreck,42.04168 N,69.74839 W,"42° 2' 30.05"" N","69° 44' 54.2"" W",Wreck
Wreck,42.30878 N,69.5824 W,"42° 18' 31.61"" N","69° 34' 56.64"" W",Wreck
Wreck,42.52262 N,69.8655 W,"42° 31' 21.43"" N","69° 51' 55.8"" W",Wreck
Wreck,42.8155 N,69.76711 W,"42° 48' 55.8"" N","69° 46' 1.6"" W",Wreck
Wreck,43.52165 N,69.6275 W,"43° 31' 17.94"" N","69° 37' 39.0"" W",Wreck
Wreck,43.4678 N,69.31425 W,"43° 28' 4.08"" N","69° 18' 51.3"" W",Wreck
Wreck,41.18176 N,72.60863 W,"41° 10' 54.34"" N","72° 36' 31.07"" W",Wreck
Wreck,43.6414 N,69.17695 W,"43° 38' 29.04"" N","69° 10' 37.02"" W",Wreck
Wreck,42.66607 N,70.46971 W,"42° 39' 57.85"" N","70° 28' 10.96"" W",Wreck
Wreck,42.80499 N,70.60785 W,"42° 48' 17.96"" N","70° 36' 28.26"" W",Wreck
Wreck,42.69216 N,70.32277 W,"42° 41' 31.78"" N","70° 19' 21.97"" W",Wreck
Wreck,42.66462 N,70.2 W,"42° 39' 52.63"" N","70° 12' 0.0"" W",Wreck
Wreck,42.87407 N,70.50097 W,"42° 52' 26.65"" N","70° 30' 3.49"" W",Wreck
Wreck,38.80228 N,74.70742 W,"38° 48' 8.21"" N","74° 42' 26.71"" W",Wreck
Wreck,42.94917 N,70.51094 W,"42° 56' 57.01"" N","70° 30' 39.38"" W",Wreck
Wreck,42.96581 N,70.50097 W,"42° 57' 56.92"" N","70° 30' 3.49"" W",Wreck
Wreck,43.02814 N,70.50501 W,"43° 1' 41.3"" N","70° 30' 18.04"" W",Wreck
Wreck,42.09856 N,70.34538 W,"42° 5' 54.82"" N","70° 20' 43.37"" W",Wreck
Wreck,29.67237 N,93.42751 W,"29° 40' 20.53"" N","93° 25' 39.04"" W",Wreck
Wreck,42.01707 N,70.30282 W,"42° 1' 1.45"" N","70° 18' 10.15"" W",Wreck
Wreck,29.64991 N,93.42516 W,"29° 38' 59.68"" N","93° 25' 30.58"" W",Wreck
Wreck,42.11531 N,70.13352 W,"42° 6' 55.12"" N","70° 8' 0.67"" W",Wreck
Wreck,29.66577 N,93.43932 W,"29° 39' 56.77"" N","93° 26' 21.55"" W",Wreck
Wreck,43.08349 N,70.40931 W,"43° 5' 0.56"" N","70° 24' 33.52"" W",Wreck
Wreck,29.68342 N,93.47446 W,"29° 41' 0.31"" N","93° 28' 28.06"" W",Wreck
Wreck,43.10463 N,70.45406 W,"43° 6' 16.67"" N","70° 27' 14.62"" W",Wreck
Wreck,29.38452 N,93.45045 W,"29° 23' 4.27"" N","93° 27' 1.62"" W",Wreck
Wreck,29.63329 N,93.41657 W,"29° 37' 59.84"" N","93° 24' 59.65"" W",Wreck
Wreck,42.92897 N,70.17585 W,"42° 55' 44.29"" N","70° 10' 33.06"" W",Wreck
Wreck,43.12083 N,70.29743 W,"43° 7' 14.99"" N","70° 17' 50.75"" W",Wreck
Wreck,43.09708 N,70.11162 W,"43° 5' 49.49"" N","70° 6' 41.83"" W",Wreck
Wreck,29.70075 N,93.60817 W,"29° 42' 2.7"" N","93° 36' 29.41"" W",Wreck
Wreck,43.13044 N,70.04601 W,"43° 7' 49.58"" N","70° 2' 45.64"" W",Wreck
Wreck,43.37 N,70.16833 W,"43° 22' 12.0"" N","70° 10' 5.99"" W",Wreck
Wreck,29.69318 N,93.58385 W,"29° 41' 35.45"" N","93° 35' 1.86"" W",Wreck
Wreck,41.20104 N,72.54578 W,"41° 12' 3.74"" N","72° 32' 44.81"" W",Wreck
Wreck,43.3326 N,70.10968 W,"43° 19' 57.36"" N","70° 6' 34.85"" W",Wreck
Wreck,29.67479 N,93.73976 W,"29° 40' 29.24"" N","93° 44' 23.14"" W",Wreck
Wreck,43.5002 N,70.10002 W,"43° 30' 0.72"" N","70° 6' 0.07"" W",Wreck
Wreck,42.942 N,69.7785 W,"42° 56' 31.2"" N","69° 46' 42.6"" W",Wreck
Wreck,43.10417 N,69.96705 W,"43° 6' 15.01"" N","69° 58' 1.38"" W",Wreck
Wreck,43.01528 N,69.617 W,"43° 0' 55.01"" N","69° 37' 1.2"" W",Wreck
Wreck,42.79933 N,69.34959 W,"42° 47' 57.59"" N","69° 20' 58.52"" W",Wreck
Wreck,29.27478 N,93.34342 W,"29° 16' 29.21"" N","93° 20' 36.31"" W",Wreck
Wreck,43.21815 N,69.9166 W,"43° 13' 5.34"" N","69° 54' 59.76"" W",Wreck
Wreck,43.3445 N,69.948 W,"43° 20' 40.2"" N","69° 56' 52.8"" W",Wreck
Wreck,43.41701 N,69.70134 W,"43° 25' 1.24"" N","69° 42' 4.82"" W",Wreck
Wreck,43.17693 N,69.43871 W,"43° 10' 36.95"" N","69° 26' 19.36"" W",Wreck
Wreck,38.77609 N,74.56034 W,"38° 46' 33.92"" N","74° 33' 37.22"" W",Wreck
Wreck,43.45569 N,69.9465 W,"43° 27' 20.48"" N","69° 56' 47.4"" W",Wreck
Wreck,43.43928 N,69.88627 W,"43° 26' 21.41"" N","69° 53' 10.57"" W",Wreck
Wreck,42.7618 N,70.65504 W,"42° 45' 42.48"" N","70° 39' 18.14"" W",Wreck
Wreck,43.5305 N,69.63767 W,"43° 31' 49.8"" N","69° 38' 15.61"" W",Wreck
Wreck,43.28797 N,70.26203 W,"43° 17' 16.69"" N","70° 15' 43.31"" W",Wreck
Wreck,42.46622 N,68.5844 W,"42° 27' 58.39"" N","68° 35' 3.84"" W",Wreck
Wreck,38.74786 N,74.59863 W,"38° 44' 52.3"" N","74° 35' 55.07"" W",Wreck
Wreck,38.82048 N,74.91612 W,"38° 49' 13.73"" N","74° 54' 58.03"" W",Wreck
Wreck,43.2918 N,68.84787 W,"43° 17' 30.48"" N","68° 50' 52.33"" W",Wreck
Wreck,43.408 N,68.8157 W,"43° 24' 28.8"" N","68° 48' 56.52"" W",Wreck
Wreck,43.50178 N,69.08173 W,"43° 30' 6.41"" N","69° 4' 54.23"" W",Wreck
Wreck,42.74124 N,68.37224 W,"42° 44' 28.46"" N","68° 22' 20.06"" W",Wreck
Wreck,42.73784 N,67.86643 W,"42° 44' 16.22"" N","67° 51' 59.15"" W",Wreck
Wreck,43.48174 N,67.65271 W,"43° 28' 54.26"" N","67° 39' 9.76"" W",Wreck
Wreck,43.11668 N,67.30044 W,"43° 7' 0.05"" N","67° 18' 1.58"" W",Wreck
Wreck,43.44995 N,67.05034 W,"43° 26' 59.82"" N","67° 3' 1.22"" W",Wreck
Wreck,44.06447 N,67.05154 W,"44° 3' 52.09"" N","67° 3' 5.54"" W",Wreck
Wreck,29.11664 N,91.83336 W,"29° 6' 59.9"" N","91° 50' 0.1"" W",Wreck
Wreck,25.57935 N,80.03287 W,"25° 34' 45.66"" N","80° 1' 58.33"" W",Wreck
Wreck,24.49913 N,81.07678 W,"24° 29' 56.87"" N","81° 4' 36.41"" W",Wreck
Wreck,25.16635 N,80.16988 W,"25° 9' 58.86"" N","80° 10' 11.57"" W",Wreck
Wreck,25.25117 N,81.49961 W,"25° 15' 4.21"" N","81° 29' 58.6"" W",Wreck
Wreck,24.89095 N,81.16705 W,"24° 53' 27.42"" N","81° 10' 1.38"" W",Wreck
Wreck,25.17175 N,81.4976 W,"25° 10' 18.3"" N","81° 29' 51.36"" W",Wreck
Wreck,25.62461 N,80.05013 W,"25° 37' 28.6"" N","80° 3' 0.47"" W",Wreck
Wreck,24.69106 N,80.85648 W,"24° 41' 27.82"" N","80° 51' 23.33"" W",Wreck
Wreck,25.99118 N,80.03501 W,"25° 59' 28.25"" N","80° 2' 6.04"" W",Wreck
Wreck,25.97294 N,80.0248 W,"25° 58' 22.58"" N","80° 1' 29.28"" W",Wreck
Wreck,27.30358 N,80.08136 W,"27° 18' 12.89"" N","80° 4' 52.9"" W",Wreck
Wreck,26.1033 N,80.02155 W,"26° 6' 11.88"" N","80° 1' 17.58"" W",Wreck
Wreck,24.39548 N,79.20445 W,"24° 23' 43.73"" N","79° 12' 16.02"" W",Wreck
Wreck,26.01517 N,80.03588 W,"26° 0' 54.61"" N","80° 2' 9.17"" W",Wreck
Wreck,29.26778 N,91.4 W,"29° 16' 4.01"" N","91° 24' 0.0"" W",Wreck
Wreck,25.70179 N,80.01172 W,"25° 42' 6.44"" N","80° 0' 42.19"" W",Wreck
Wreck,25.90505 N,79.93877 W,"25° 54' 18.18"" N","79° 56' 19.57"" W",Wreck
Wreck,28.20023 N,80.49028 W,"28° 12' 0.83"" N","80° 29' 25.01"" W",Wreck
Wreck,28.30973 N,80.33519 W,"28° 18' 35.03"" N","80° 20' 6.68"" W",Wreck
Wreck,27.12569 N,80.10202 W,"27° 7' 32.48"" N","80° 6' 7.27"" W",Wreck
Wreck,27.06796 N,80.06186 W,"27° 4' 4.66"" N","80° 3' 42.7"" W",Wreck
Wreck,27.05107 N,80.06622 W,"27° 3' 3.85"" N","80° 3' 58.39"" W",Wreck
Wreck,27.00933 N,80.0428 W,"27° 0' 33.59"" N","80° 2' 34.08"" W",Wreck
Wreck,26.15021 N,79.86713 W,"26° 9' 0.76"" N","79° 52' 1.67"" W",Wreck
Wreck,27.5496 N,79.98264 W,"27° 32' 58.56"" N","79° 58' 57.5"" W",Wreck
Wreck,26.01897 N,79.66667 W,"26° 1' 8.29"" N","79° 40' 0.01"" W",Wreck
Wreck,29.03356 N,91.81679 W,"29° 2' 0.82"" N","91° 49' 0.44"" W",Wreck
Wreck,41.21343 N,72.29342 W,"41° 12' 48.35"" N","72° 17' 36.31"" W",Wreck
Wreck,28.38839 N,80.03859 W,"28° 23' 18.2"" N","80° 2' 18.92"" W",Wreck
Wreck,26.05905 N,79.31824 W,"26° 3' 32.58"" N","79° 19' 5.66"" W",Wreck
Wreck,28.97619 N,91.48383 W,"28° 58' 34.28"" N","91° 29' 1.79"" W",Wreck
Wreck,27.52529 N,80.16023 W,"27° 31' 31.04"" N","80° 9' 36.83"" W",Wreck
Wreck,26.81213 N,79.95134 W,"26° 48' 43.67"" N","79° 57' 4.82"" W",Wreck
Wreck,29.08508 N,91.70481 W,"29° 5' 6.29"" N","91° 42' 17.32"" W",Wreck
Wreck,29.10006 N,91.66664 W,"29° 6' 0.22"" N","91° 39' 59.9"" W",Wreck
Wreck,26.04879 N,80.03477 W,"26° 2' 55.64"" N","80° 2' 5.17"" W",Wreck
Wreck,29.11689 N,91.68345 W,"29° 7' 0.8"" N","91° 41' 0.42"" W",Wreck
Wreck,29.09441 N,91.6157 W,"29° 5' 39.88"" N","91° 36' 56.52"" W",Wreck
Wreck,41.23171 N,72.34824 W,"41° 13' 54.16"" N","72° 20' 53.66"" W",Wreck
Wreck,26.07408 N,80.05362 W,"26° 4' 26.69"" N","80° 3' 13.03"" W",Wreck
Wreck,26.09302 N,80.02379 W,"26° 5' 34.87"" N","80° 1' 25.64"" W",Wreck
Wreck,29.34553 N,91.74063 W,"29° 20' 43.91"" N","91° 44' 26.27"" W",Wreck
Wreck,26.10029 N,80.01886 W,"26° 6' 1.04"" N","80° 1' 7.9"" W",Wreck
Wreck,29.25877 N,91.70012 W,"29° 15' 31.57"" N","91° 42' 0.43"" W",Wreck
Wreck,26.10081 N,80.03082 W,"26° 6' 2.92"" N","80° 1' 50.95"" W",Wreck
Wreck,29.23357 N,91.60861 W,"29° 14' 0.85"" N","91° 36' 31.0"" W",Wreck
Wreck,27.39575 N,80.03278 W,"27° 23' 44.7"" N","80° 1' 58.01"" W",Wreck
Wreck,26.16667 N,79.85833 W,"26° 10' 0.01"" N","79° 51' 29.99"" W",Wreck
Wreck,28.42505 N,80.29393 W,"28° 25' 30.18"" N","80° 17' 38.15"" W",Wreck
Wreck,29.08346 N,91.2999 W,"29° 5' 0.46"" N","91° 17' 59.64"" W",Wreck
Wreck,29.12135 N,91.28974 W,"29° 7' 16.86"" N","91° 17' 23.06"" W",Wreck
Wreck,29.19004 N,91.27539 W,"29° 11' 24.14"" N","91° 16' 31.4"" W",Wreck
Wreck,27.42679 N,80.18899 W,"27° 25' 36.44"" N","80° 11' 20.36"" W",Wreck
Wreck,40.99338 N,73.40619 W,"40° 59' 36.17"" N","73° 24' 22.28"" W",Wreck
Wreck,25.91 N,79.925 W,"25° 54' 36.0"" N","79° 55' 30.0"" W",Wreck
Wreck,26.03365 N,79.9337 W,"26° 2' 1.14"" N","79° 56' 1.32"" W",Wreck
Wreck,26.13862 N,79.99961 W,"26° 8' 19.03"" N","79° 59' 58.6"" W",Wreck
Wreck,26.16592 N,79.9997 W,"26° 9' 57.31"" N","79° 59' 58.92"" W",Wreck
Wreck,25.75282 N,79.84333 W,"25° 45' 10.15"" N","79° 50' 35.99"" W",Wreck
Wreck,26.21598 N,79.99403 W,"26° 12' 57.53"" N","79° 59' 38.51"" W",Wreck
Wreck,26.24957 N,80.04104 W,"26° 14' 58.45"" N","80° 2' 27.74"" W",Wreck
Wreck,26.06625 N,79.75024 W,"26° 3' 58.5"" N","79° 45' 0.86"" W",Wreck
Wreck,28.15909 N,80.20803 W,"28° 9' 32.72"" N","80° 12' 28.91"" W",Wreck
Wreck,25.79115 N,80.05247 W,"25° 47' 28.14"" N","80° 3' 8.89"" W",Wreck
Wreck,39.30224 N,75.39027 W,"39° 18' 8.06"" N","75° 23' 24.97"" W",Wreck
Wreck,28.15312 N,80.01152 W,"28° 9' 11.23"" N","80° 0' 41.47"" W",Wreck
Wreck,25.81691 N,80.05126 W,"25° 49' 0.88"" N","80° 3' 4.54"" W",Wreck
Wreck,25.78325 N,80.05106 W,"25° 46' 59.7"" N","80° 3' 3.82"" W",Wreck
Wreck,26.155 N,79.73833 W,"26° 9' 18.0"" N","79° 44' 17.99"" W",Wreck
Wreck,26.28833 N,82.0795 W,"26° 17' 17.99"" N","82° 4' 46.2"" W",Wreck
Wreck,26.82363 N,79.97305 W,"26° 49' 25.07"" N","79° 58' 22.98"" W",Wreck
Wreck,26.25567 N,81.93641 W,"26° 15' 20.41"" N","81° 56' 11.08"" W",Wreck
Wreck,27.28796 N,80.12208 W,"27° 17' 16.66"" N","80° 7' 19.49"" W",Wreck
Wreck,24.95193 N,81.89977 W,"24° 57' 6.95"" N","81° 53' 59.17"" W",Wreck
Wreck,24.98299 N,81.84574 W,"24° 58' 58.76"" N","81° 50' 44.66"" W",Wreck
Wreck,24.99996 N,81.91615 W,"24° 59' 59.86"" N","81° 54' 58.14"" W",Wreck
Wreck,24.58376 N,82.17386 W,"24° 35' 1.54"" N","82° 10' 25.9"" W",Wreck
Wreck,24.98507 N,81.9154 W,"24° 59' 6.25"" N","81° 54' 55.44"" W",Wreck
Wreck,24.625 N,82.01024 W,"24° 37' 30.0"" N","82° 0' 36.86"" W",Wreck
Wreck,29.02669 N,91.05004 W,"29° 1' 36.08"" N","91° 3' 0.14"" W",Wreck
Wreck,24.62761 N,81.96955 W,"24° 37' 39.4"" N","81° 58' 10.38"" W",Wreck
Wreck,24.93455 N,81.96031 W,"24° 56' 4.38"" N","81° 57' 37.12"" W",Wreck
Wreck,24.45512 N,82.1066 W,"24° 27' 18.43"" N","82° 6' 23.76"" W",Wreck
Wreck,26.0285 N,81.83423 W,"26° 1' 42.6"" N","81° 50' 3.23"" W",Wreck
Wreck,28.60006 N,91.15834 W,"28° 36' 0.22"" N","91° 9' 30.02"" W",Wreck
Wreck,26.16717 N,81.89947 W,"26° 10' 1.81"" N","81° 53' 58.09"" W",Wreck
Wreck,26.08352 N,81.86617 W,"26° 5' 0.67"" N","81° 51' 58.21"" W",Wreck
Wreck,26.08391 N,81.83292 W,"26° 5' 2.08"" N","81° 49' 58.51"" W",Wreck
Wreck,28.70344 N,91.38328 W,"28° 42' 12.38"" N","91° 22' 59.81"" W",Wreck
Wreck,41.24497 N,72.26311 W,"41° 14' 41.89"" N","72° 15' 47.2"" W",Wreck
Wreck,40.99122 N,73.41287 W,"40° 59' 28.39"" N","73° 24' 46.33"" W",Wreck
Wreck,24.40777 N,82.00461 W,"24° 24' 27.97"" N","82° 0' 16.6"" W",Wreck
Wreck,29.73385 N,85.76243 W,"29° 44' 1.86"" N","85° 45' 44.75"" W",Wreck
Wreck,24.2115 N,81.83578 W,"24° 12' 41.4"" N","81° 50' 8.81"" W",Wreck
Wreck,28.91694 N,91.48339 W,"28° 55' 0.98"" N","91° 29' 0.2"" W",Wreck
Wreck,24.2512 N,81.7826 W,"24° 15' 4.32"" N","81° 46' 57.36"" W",Wreck
Wreck,24.46093 N,81.55535 W,"24° 27' 39.35"" N","81° 33' 19.26"" W",Wreck
Wreck,28.66638 N,90.32838 W,"28° 39' 58.97"" N","90° 19' 42.17"" W",Wreck
Wreck,24.21596 N,82.00338 W,"24° 12' 57.46"" N","82° 0' 12.17"" W",Wreck
Wreck,28.69241 N,90.32183 W,"28° 41' 32.68"" N","90° 19' 18.59"" W",Wreck
Wreck,28.81012 N,90.31509 W,"28° 48' 36.43"" N","90° 18' 54.32"" W",Wreck
Wreck,28.59988 N,90.24955 W,"28° 35' 59.57"" N","90° 14' 58.38"" W",Wreck
Wreck,28.63728 N,90.21064 W,"28° 38' 14.21"" N","90° 12' 38.3"" W",Wreck
Wreck,28.7 N,90.3 W,"28° 42' 0.0"" N","90° 18' 0.0"" W",Wreck
Wreck,24.30159 N,81.13336 W,"24° 18' 5.72"" N","81° 8' 0.1"" W",Wreck
Wreck,28.74843 N,90.26978 W,"28° 44' 54.35"" N","90° 16' 11.21"" W",Wreck
Wreck,41.22102 N,72.41178 W,"41° 13' 15.67"" N","72° 24' 42.41"" W",Wreck
Wreck,24.85298 N,82.26363 W,"24° 51' 10.73"" N","82° 15' 49.07"" W",Wreck
Wreck,28.75828 N,90.26633 W,"28° 45' 29.81"" N","90° 15' 58.79"" W",Wreck
Wreck,24.47583 N,81.55183 W,"24° 28' 32.99"" N","81° 33' 6.59"" W",Wreck
Wreck,28.80029 N,90.30827 W,"28° 48' 1.04"" N","90° 18' 29.77"" W",Wreck
Wreck,28.81356 N,90.18408 W,"28° 48' 48.82"" N","90° 11' 2.69"" W",Wreck
Wreck,28.8233 N,90.18358 W,"28° 49' 23.88"" N","90° 11' 0.89"" W",Wreck
Wreck,24.26525 N,81.86591 W,"24° 15' 54.9"" N","81° 51' 57.28"" W",Wreck
Wreck,24.9422 N,81.95926 W,"24° 56' 31.92"" N","81° 57' 33.34"" W",Wreck
Wreck,29.08911 N,90.30907 W,"29° 5' 20.8"" N","90° 18' 32.65"" W",Wreck
Wreck,29.006 N,90.33856 W,"29° 0' 21.6"" N","90° 20' 18.82"" W",Wreck
Wreck,41.27236 N,72.2695 W,"41° 16' 20.5"" N","72° 16' 10.2"" W",Wreck
Wreck,24.53733 N,82.01783 W,"24° 32' 14.39"" N","82° 1' 4.19"" W",Wreck
Wreck,25.72325 N,79.30837 W,"25° 43' 23.7"" N","79° 18' 30.13"" W",Wreck
Wreck,25.74206 N,79.30338 W,"25° 44' 31.42"" N","79° 18' 12.17"" W",Wreck
Wreck,30.10833 N,80.39833 W,"30° 6' 29.99"" N","80° 23' 53.99"" W",Wreck
Wreck,28.98332 N,89.2334 W,"28° 58' 59.95"" N","89° 14' 0.24"" W",Wreck
Wreck,25.69822 N,79.31712 W,"25° 41' 53.59"" N","79° 19' 1.63"" W",Wreck
Wreck,28.8915 N,89.39422 W,"28° 53' 29.4"" N","89° 23' 39.19"" W",Wreck
Wreck,29.06025 N,88.96183 W,"29° 3' 36.9"" N","88° 57' 42.59"" W",Wreck
Wreck,29.96167 N,81.01333 W,"29° 57' 42.01"" N","81° 0' 47.99"" W",Wreck
Wreck,28.96087 N,89.06536 W,"28° 57' 39.13"" N","89° 3' 55.3"" W",Wreck
Wreck,41.22567 N,72.34092 W,"41° 13' 32.41"" N","72° 20' 27.31"" W",Wreck
Wreck,28.79834 N,89.42474 W,"28° 47' 54.02"" N","89° 25' 29.06"" W",Wreck
Wreck,28.95832 N,89.06675 W,"28° 57' 29.95"" N","89° 4' 0.3"" W",Wreck
Wreck,30.28706 N,80.66946 W,"30° 17' 13.42"" N","80° 40' 10.06"" W",Wreck
Wreck,29.07683 N,88.96373 W,"29° 4' 36.59"" N","88° 57' 49.43"" W",Wreck
Wreck,28.85014 N,89.10007 W,"28° 51' 0.5"" N","89° 6' 0.25"" W",Wreck
Wreck,29.15688 N,80.89229 W,"29° 9' 24.77"" N","80° 53' 32.24"" W",Wreck
Wreck,28.99978 N,89.05033 W,"28° 59' 59.21"" N","89° 3' 1.19"" W",Wreck
Wreck,28.8806 N,80.07482 W,"28° 52' 50.16"" N","80° 4' 29.35"" W",Wreck
Wreck,28.86498 N,79.96485 W,"28° 51' 53.93"" N","79° 57' 53.46"" W",Wreck
Wreck,29.23354 N,80.17029 W,"29° 14' 0.74"" N","80° 10' 13.04"" W",Wreck
Wreck,28.69234 N,80.10254 W,"28° 41' 32.42"" N","80° 6' 9.14"" W",Wreck
Wreck,29.24102 N,80.02814 W,"29° 14' 27.67"" N","80° 1' 41.3"" W",Wreck
Wreck,28.93364 N,89.4415 W,"28° 56' 1.1"" N","89° 26' 29.4"" W",Wreck
Wreck,28.57171 N,80.31456 W,"28° 34' 18.16"" N","80° 18' 52.42"" W",Wreck
Wreck,28.94664 N,89.23106 W,"28° 56' 47.9"" N","89° 13' 51.82"" W",Wreck
Wreck,29.13336 N,88.8334 W,"29° 8' 0.1"" N","88° 50' 0.24"" W",Wreck
Wreck,28.48096 N,80.36494 W,"28° 28' 51.46"" N","80° 21' 53.78"" W",Wreck
Wreck,28.62351 N,90.58014 W,"28° 37' 24.64"" N","90° 34' 48.5"" W",Wreck
Wreck,30.32373 N,80.94425 W,"30° 19' 25.43"" N","80° 56' 39.3"" W",Wreck
Wreck,29.453 N,80.87848 W,"29° 27' 10.8"" N","80° 52' 42.53"" W",Wreck
Wreck,28.66355 N,80.38741 W,"28° 39' 48.78"" N","80° 23' 14.68"" W",Wreck
Wreck,29.58433 N,80.5705 W,"29° 35' 3.59"" N","80° 34' 13.8"" W",Wreck
Wreck,28.60318 N,80.2711 W,"28° 36' 11.45"" N","80° 16' 15.96"" W",Wreck
Wreck,28.475 N,80.18333 W,"28° 28' 30.0"" N","80° 10' 59.99"" W",Wreck
Wreck,28.45005 N,80.13182 W,"28° 27' 0.18"" N","80° 7' 54.55"" W",Wreck
Wreck,29.53309 N,80.42517 W,"29° 31' 59.12"" N","80° 25' 30.61"" W",Wreck
Wreck,28.7949 N,90.75993 W,"28° 47' 41.64"" N","90° 45' 35.75"" W",Wreck
Wreck,29.14672 N,90.00756 W,"29° 8' 48.19"" N","90° 0' 27.22"" W",Wreck
Wreck,29.54167 N,85.09833 W,"29° 32' 30.01"" N","85° 5' 53.99"" W",Wreck
Wreck,29.30112 N,89.80947 W,"29° 18' 4.03"" N","89° 48' 34.09"" W",Wreck
Wreck,26.41418 N,96.92263 W,"26° 24' 51.05"" N","96° 55' 21.47"" W",Wreck
Wreck,28.82583 N,90.09917 W,"28° 49' 32.99"" N","90° 5' 57.01"" W",Wreck
Wreck,28.99951 N,89.95881 W,"28° 59' 58.24"" N","89° 57' 31.72"" W",Wreck
Wreck,29.09338 N,89.56656 W,"29° 5' 36.17"" N","89° 33' 59.62"" W",Wreck
Wreck,28.86635 N,89.5825 W,"28° 51' 58.86"" N","89° 34' 57.0"" W",Wreck
Wreck,29.12869 N,89.5707 W,"29° 7' 43.28"" N","89° 34' 14.52"" W",Wreck
Wreck,29.505 N,85.12 W,"29° 30' 18.0"" N","85° 7' 12.0"" W",Wreck
