id,name,lat,lng,type
6657,Sunglow SW,29.15091,-80.95553,Structure
6658,Sunglow W,29.15222,-80.95645,Structure
6659,Sunken Ledge Quincy Bay,42.29265,-70.98208,Ledge
6660,Sunken Meadow Ledge,40.92395,-73.24347,Ledge
6661,Sunny Isles Hump,25.885,-80.09147,Hump
6662,Sunny Isles Ledge,25.94673,-80.08871,Ledge
6663,Sunny Isles Offsite Mitigation Reef,25.90786,-80.08976,Reef
6664,Sunny Isles Reef,25.88132,-80.07918,Reef
6665,Sunny Isles Reef,25.90797,-80.08138,Reef
6666,Sunny Isles Reef,25.88333,-80.06863,Reef
