id,name,lat,lng,type
2485,Fish Good Rock,28.0626,-80.21933,Rock
2486,Fish Haven,30.34928,-86.41373,Structure
2487,Fish Haven,28.78561,-83.06108,Structure
2488,Fish Haven,28.78156,-83.06395,Structure
2489,Fish Haven,30.36484,-86.70623,Structure
2490,Fish Haven 1 Center Patch,30.32205,-86.29792,Structure
2491,Fish Haven 13,30.35792,-86.54954,Structure
2492,Fish Haven 13,30.35792,-86.54846,Structure
2493,Fish Haven 13,30.35792,-86.5474,Structure
2494,Fish Haven 13,30.35699,-86.54954,Structure
2495,Fish Haven 13,30.35605,-86.54954,Structure
2496,Fish Haven 13,30.35605,-86.54631,Structure
2497,Fish Haven 13,30.35512,-86.54954,Structure
2498,Fish Haven 13,30.35512,-86.54846,Structure
2499,Fish Haven 13,30.35512,-86.54739,Structure
2500,Fish Haven 13,30.35511,-86.54631,Structure
2501,Fish Haven 14,30.35375,-86.61458,Structure
2502,Fish Haven 14,30.35375,-86.61296,Structure
2503,Fish Haven 14,30.35375,-86.61619,Structure
2504,Fish Haven 15,30.36345,-86.70624,Structure
2505,Fish Haven 15,30.36335,-86.7045,Structure
2506,Fish Haven 16,30.34818,-86.78125,Structure
2507,Fish Haven 16,30.34819,-86.77962,Structure
2508,Fish Haven 16,30.34959,-86.78124,Structure
2509,Fish Haven 16,30.34679,-86.78124,Structure
2510,Fish Haven 16,30.34819,-86.78285,Structure
2511,Fish Haven 17,30.33155,-86.7812,Structure
2512,Fish Haven 17,30.33293,-86.78285,Structure
2513,Fish Haven 17,30.33018,-86.77955,Structure
2514,Fish Haven 17,30.33012,-86.78279,Structure
2515,Fish Haven 18,30.36645,-86.73219,Structure
2516,Fish Haven 18,30.36644,-86.73029,Structure
2517,Fish Haven 18,30.36643,-86.72933,Structure
2518,Fish Haven 18,30.36564,-86.73315,Structure
2519,Fish Haven 18,30.36563,-86.73125,Structure
2520,Fish Haven 18,30.3656,-86.72935,Structure
2521,Fish Haven 19,30.37459,-86.59952,Structure
2522,Fish Haven 19,30.37184,-86.59622,Structure
2523,Fish Haven 19,30.37179,-86.59946,Structure
2524,Fish Haven 19 Center,30.37322,-86.59787,Structure
2525,Fish Haven 2 Center Patch,30.26853,-86.23117,Structure
2526,"Fish Haven, Site A",28.79159,-83.05583,Structure
2527,Fish Hawks Tank,39.75859,-74.02854,Structure
2528,Fish Ledge,34.19168,-77.20252,Ledge
2529,Fishermans Reef,33.83695,-78.36722,Reef
2530,Fishermans Reef,39.23934,-74.35349,Reef
2531,Fishing Club Reef,27.44135,-80.16293,Reef
2532,Fishing Club Reef,27.44675,-80.17333,Reef
2533,Fishing Ledge,41.93836,-70.30938,Ledge
2534,Fishing Reef,28.0041,-96.44278,Reef
2535,Fishing Reef,28.01492,-96.44755,Reef
2536,Fishing Reef Assoc,26.67938,-82.37343,Reef
2537,Fishing Reef At Towe,36.90009,-75.72531,Reef
2538,Five Foot Rock,41.23865,-72.82668,Rock
2539,Five Mile Reef,30.30957,-86.49126,Reef
2540,Five Mile South Reef,30.301,-86.52235,Reef
2541,Five Mile South Reef,30.30585,-86.52147,Reef
2542,Flag Tournament Reef,30.46333,-80.93357,Reef
2543,Flagler Bridge Material Site,26.79133,-80.01798,Structure
2544,Flagler Bridge Material Site,26.96213,-80.06327,Structure
2545,Flagler Bridge Material Site,26.75818,-80.02502,Structure
2546,Flagler Bridge Material Site,26.754,-80.024,Structure
2547,Flagler Bridge Material Site,26.7544,-80.026,Structure
2548,Flagler Center,29.04255,-80.88212,Structure
2549,Flagler ENE,29.04408,-80.88033,Structure
2550,Flagler ESE,29.04304,-80.87965,Structure
2551,Flagler Ledge,29.49884,-80.87833,Ledge
2552,Flagler NE Inside,29.04348,-80.88216,Structure
2553,Flagler NNE,29.04478,-80.88306,Structure
2554,Flagler NNW,29.04308,-80.88353,Structure
2555,Flagler NW,29.04414,-80.88443,Structure
2556,Flagler Reef,29.67262,-80.96213,Reef
2557,Flagler S,29.04132,-80.88123,Structure
2558,Flagler SE,29.04194,-80.88021,Structure
2559,Flagler SSW,29.04192,-80.8834,Structure
2560,Flagler SW,29.04094,-80.88266,Structure
2561,Flagler Wreck,29.485,-81.02733,Wreck
2562,Flat Rock,41.28812,-72.1488,Rock
2563,Flip Rock RG,42.4053,-70.92198,Rock
2564,Florence Wreck,40.28767,-73.38617,Wreck
2565,Florence Wreck,40.28728,-73.38783,Wreck
2566,Florida Gas Transmission Reef,29.8311,-84.5041,Reef
2567,Florida Reefs,24.83333,-80.66666,Reef
2568,Floyds Folly,30.16782,-81.15537,Structure
2569,Floyds Folly 2011,30.17164,-81.15083,Structure
2570,Floyds Hump,27.38492,-79.66879,Hump
2571,Floyds Ledge,41.00076,-73.43164,Ledge
2572,Fluke Rock,41.11676,-72.45478,Rock
2573,FM Bank,40.44667,-71.47917,Structure
2574,FM Hole,39.075,-73.725,Hole
2575,FM Hole,38.8898,-73.22575,Hole
2576,FM Hole,38.8971,-73.11615,Hole
2577,FM Ridge,40.24167,-71.875,Structure
2578,Fontainebleau Artificial Reef,30.1595,-85.89283,Reef
2579,Foote Family Modules,26.02036,-82.1101,Structure
2580,Foote Family Reef B,26.02138,-82.10995,Reef
2581,Forbes Rock,40.95412,-73.67133,Rock
2582,Forbes Rock NO 38 A,40.95658,-73.6632,Rock
2583,Fort Fisher Ledges,33.96,-77.87083,Ledge
2584,Fort Lauderdale Reef,26.13415,-80.07183,Reef
2585,Fort Lauderdale Reef,26.12142,-80.07058,Reef
2586,Fort Lauderdale Reef,26.13483,-80.06833,Reef
2587,Fort Lauderdale Reef,26.12815,-80.07723,Reef
2588,Fort Lauderdale Reef,26.1404,-80.08612,Reef
2589,Fort Lauderdale Reef,26.15273,-80.07578,Reef
2590,Fort Lauderdale Reef,26.12467,-80.09183,Reef
2591,Fort Panic Center Patch,30.33958,-86.25602,Structure
2592,Fort Walton Edge Ledge,29.99104,-86.63941,Ledge
2593,Forty Forty Reef,30.37362,-86.45239,Reef
2594,Foss Ledges NO 1 A,43.00833,-70.72307,Ledge
2595,Foster Ledges,43.86828,-68.9483,Ledge
2596,Fosters Ledge,41.02352,-73.42496,Ledge
2597,Found Reef,29.58917,-94.87917,Reef
2598,Fountainbleau Boxcars,30.15,-85.88333,Structure
2599,Four Aces,30.10508,-85.87492,Structure
2600,Four BIT Reef,29.46333,-94.84367,Reef
2601,Four Foot Rocks,40.9794,-73.64241,Rock
2602,Four Mile Reef,30.32277,-86.49433,Reef
2603,Four Mile Rock,34.46855,-76.1577,Rock
2604,Fourbit Reef,29.42025,-94.80013,Reef
2605,Fowey Lighthouse / Fowey Rocks,25.59028,-80.09667,Rock
2606,Fowey Rocks,25.59957,-80.10295,Rock
2607,FP Tower Ledge,34.99059,-75.49281,Ledge
2608,FPL Experimental Reef,27.66666,-80.33333,Reef
2609,FPL Reef,27.21218,-80.02388,Reef
2610,FPL/FIT Experimental,27.68029,-80.3334,Structure
2611,Fran S Shipwreck,40.52741,-73.73017,Wreck
2612,Fran S Wreck,40.52683,-73.72483,Wreck
2613,Frances Langford Meml Reef,27.22255,-80.01743,Reef
2614,Frangista Reef,30.31747,-86.37365,Reef
2615,Frangista Reef A,30.32483,-86.37398,Reef
2616,Frangista Reef D,30.31143,-86.37383,Reef
2617,Frangista S Reef B,30.31535,-86.38258,Reef
2618,Frangista S Reef D,30.269,-86.40617,Reef
2619,Frank Burt Smoot Conservation Reef,39.23573,-74.36399,Reef
2620,Frank Frasco Reefballs,39.74917,-74.0225,Reef
2621,Frank Ledge,41.31102,-72.07574,Ledge
2622,Franklin County Reef,29.52478,-84.4085,Reef
2623,Franklin County Reef,29.5416,-84.76268,Reef
2624,Franks Hump,38.42295,-76.60663,Hump
2625,Franks Ledge,35.48207,-75.0164,Ledge
2626,Franks Ledge BRC,41.30973,-72.0717,Ledge
2627,Fred And Daves Reef,28.05422,-80.21528,Reef
2628,Fred Eckardt Reef,39.17916,-74.54788,Reef
2629,Fred Morrow Reef,30.17268,-81.15715,Reef
2630,Freds Ledge,26.71356,-97.20518,Ledge
2631,Freeport Car Reef Brazos 305 L,28.835,-95.13467,Structure
2632,Freeport Hump,26.49793,-78.77575,Hump
2633,Freeport Liberty Ship Reef Site,28.59412,-94.8131,Reef
2634,Freight Trains Kings Ledge,30.04226,-80.27895,Ledge
2635,Freighter Wreck,29.77798,-80.93813,Wreck
2636,French Reef,25.03733,-80.34343,Reef
2637,French Reef North Of,25.03017,-80.35033,Reef
2638,French Reef SW,25.03933,-80.3545,Reef
2639,Frenzy Canyon,35.14469,-75.17192,Canyon
2640,Frtc Reef,39.7448,-74.03023,Reef
2641,Frying PAN Ledges East,33.86667,-77.82172,Ledge
2642,Frying PAN Ledges East,33.875,-77.83333,Ledge
2643,Frying PAN Tower,33.48512,-77.5899,Tower
2644,Fsfa Reef Site,28.50584,-80.21693,Reef
2645,Fsfa Reef Site,28.50112,-80.21997,Reef
2646,Foot FSH Ledge,33.93629,-77.85361,Ledge
2647,"Foot Lauderdale, C 1 Reef",26.13677,-80.08278,Reef
2648,Fuel Cell Ledge,28.09047,-83.23425,Ledge
2649,Fullbox Rock,42.7754,-70.24065,Rock
2650,Fullers Hole,38.4451,-76.63,Hole
2651,FUN Rock,34.35817,-76.68317,Rock
2652,FUN Rock,34.98905,-75.80119,Rock
2653,Funnel Ledge,41.02362,-73.41233,Ledge
2654,Future Reef,25.30963,-81.8732,Reef
2655,FW Wreck,33.74581,-77.69998,Wreck
2656,FWC,27.65583,-82.84283,Structure
2657,FWC,27.65583,-82.844,Structure
2658,FWC,27.65433,-82.844,Structure
2659,FWC EE 4 Module,30.02364,-87.16991,Structure
2660,FWC EE 6 Module,30.05463,-87.09261,Structure
2661,FWC EE 7 Module,30.02436,-87.15621,Structure
2662,FWC EE 8 Module,30.04884,-87.08501,Structure
2663,G H Reef,26.34317,-81.954,Reef
2664,G H Reef,26.3445,-81.94497,Reef
2665,G H Reef,26.34426,-81.95863,Reef
2666,G D Bloomberg Memorial Reef,29.67995,-85.96267,Reef
2667,G Merrill Clift Memorial Reef,29.74075,-85.87313,Reef
2668,G 1 Charity Ledge,43.71518,-69.9872,Reef
2669,G 1 Hart Ledge,43.94915,-69.18945,Reef
2670,G 1 Jackknife Ledge,43.72022,-69.77809,Ledge
2671,G 1 Jmswilliesledge,44.01748,-68.87925,Ledge
2672,G 1 Mcintosh Ledge,44.1558,-68.96068,Ledge
2673,G 1 Newcomb Ledge,42.50707,-70.73989,Ledge
2674,G 1 NYE Ledge,41.61762,-70.76872,Ledge
2675,G 1 PIG I Ledge,43.82404,-69.64398,Ledge
2676,G 13 Bold Ledges,44.16165,-68.61948,Ledge
2677,G 13 Ledge Shpsct R,43.85481,-69.69599,Ledge
2678,G 1 HR Hussey Rock,43.42432,-70.33891,Rock
2679,G 3 Chappel Ledge,42.51872,-70.8242,Ledge
2680,G 3 GRI HD Ledge,43.78189,-69.70657,Ledge
2681,G 3 Newcomb Ledge,42.51931,-70.75091,Ledge
2682,G 3 Taylor Reef,43.55613,-70.18734,Reef
2683,G 31 Merriman Ledge,44.30816,-68.76238,Ledge
2684,G 5 Coney Ledge,42.52787,-70.82938,Ledge
2685,G 5 Dodge Point Ledge,44.08528,-69.04466,Ledge
2686,G 5 Seal Rocks,41.68061,-70.73912,Rock
2687,G 5 Sheep I Ledge,43.80063,-69.87818,Ledge
2688,G 5 Triangle Ledge,44.05352,-68.7636,Ledge
2689,G 7 E Mark I Ledge,44.1731,-68.583,Reef
2690,G 7 Jamison Ledge,43.74501,-69.87942,Ledge
2691,G 7 Owls Head Ledge,44.09018,-69.04153,Ledge
2692,G 9 Butler Hole,41.53576,-69.9911,Hole
2693,Gales Ledge,42.55003,-70.76477,Ledge
2694,Gales Lump Oyster Sanctuary,39.20767,-76.307,Reef
2695,Gallatin Rock,41.63207,-70.78633,Rock
2696,Galley Wreck,40.11,-73.66967,Wreck
2697,Galley Wreck,40.10755,-73.6716,Wreck
2698,Galley Wreck,40.11257,-73.67488,Wreck
2699,Galveston Fishing Reef,29.48057,-94.89105,Reef
2700,Galveston Hump,28.98519,-94.25883,Hump
2701,Galveston Pipe Reef Galveston 189 L,29.1445,-94.70283,Reef
2702,Galveston A 125 Reef,28.25073,-94.7217,Reef
2703,Gangway Rock,41.3018,-71.85854,Rock
2704,Gangway Rock,41.23917,-72.79019,Rock
2705,Gangway Rock,41.2357,-72.7846,Rock
2706,Gap Ledge TO Sharpeto Drift,26.05686,-80.08672,Reef
2707,Garden North Reef,39.62933,-74.00967,Reef
2708,Garden North Reef,39.62667,-74.0115,Reef
2709,Garden North Reef,39.62928,-74.0138,Reef
2710,Garden North Reef,39.62217,-74.01417,Reef
2711,Garden North Reef,39.61867,-74.01667,Reef
2712,Garden North Reef,39.62483,-74.01717,Reef
2713,Garden North Reef,39.6225,-74.02017,Reef
2714,Garden South Reef,39.56033,-74.09167,Reef
2715,Garden South Reef,39.556,-74.09367,Reef
2716,Garden South Reef,39.55917,-74.09583,Reef
2717,Garden South Reef,39.5565,-74.09867,Reef
2718,Garden South Reef,39.55833,-74.1025,Reef
2719,Garden South Reef,39.55517,-74.1045,Reef
2720,Garden South Reef,39.559,-74.11033,Reef
2721,Garden South Reef,39.556,-74.11117,Reef
2722,Garden State N Reef,39.62565,-74.02657,Reef
2723,Garden State N Reef,39.64132,-74.00845,Reef
2724,Gardiners Rock,41.61543,-70.28942,Reef
2725,Garretts Rock,41.25927,-72.16659,Reef
2726,Garrys Hump,26.11214,-80.08193,Reef
2727,Garrys Ledge,26.10867,-80.08211,Reef
2728,Garrys Wall,30.19029,-86.68378,Reef
2729,Gary Ennis Reef,33.39028,-78.18417,Reef
2730,"Gary Service Reef, M",27.31952,-82.7194,Reef
2731,Gaspipe Reef,29.51533,-94.79083,Reef
2732,Gateway Barge,29.83717,-85.581,Reef
2733,Gazzele Rock,41.60128,-70.26378,Rock
2734,Gehmtc Reef,39.18171,-74.54991,Reef
2735,Gelmer,29.31689,-84.91657,Structure
2736,Genesis Center Reef,27.26324,-82.75841,Reef
2737,Genesis Reef,26.4775,-80.04,Reef
2738,GEO Vancouver Fish Reef,28.78095,-95.33703,Reef
2739,George Hanns Reef,29.5975,-80.90883,Reef
2740,George Summerlin Reef,34.55778,-76.43833,Reef
2741,George Touart Reef,30.11098,-87.18065,Reef
2742,George Vancouver Liberty Ship Reef,28.793,-95.3478,Reef
2743,George Wilkins Reef,30.09017,-87.181,Reef
2744,Georges Rock,41.08405,-73.32864,Rock
2745,German Wreck,40.23667,-73.795,Wreck
2746,Gibbs Ledge,41.21541,-72.00019,Ledge
2747,Gibbs Rock,40.25017,-72.6933,Rock
2748,Gidus Reef,28.376,-80.2925,Reef
2749,Giffords Ledge,25.30508,-80.1547,Ledge
2750,GIG Rock,43.8972,-69.29372,Rock
2751,Gigi,29.67355,-84.33323,Structure
2752,Gilbert 3 Tanks,39.76274,-74.02047,Structure
2753,Gills Hole,34.43034,-77.30425,Hole
2754,Gimrock 504 Barge,25.707,-80.075,Reef
2755,Gimrock/Atlas Recycling Barge,25.82042,-80.08442,Reef
2756,Ginger Hole,29.25335,-80.34118,Hole
2757,Gingers Reef,29.90488,-85.53708,Reef
2758,Gingerbread Ledge,25.87129,-78.53745,Ledge
2759,Glasrud Reef,27.21162,-80.00432,Reef
2760,Glen Bridge Reef,30.04833,-85.81217,Reef
2761,Glen Peel Memorial Reef,29.83943,-84.15728,Reef
2762,Glory Hole,39.94167,-73.23167,Hole
2763,Glory Hole,39.93333,-73.1365,Hole
2764,Glory Hole,39.93583,-73.23717,Hole
2765,Glory Hole,39.948,-73.31767,Hole
2766,Glory Hole,39.9363,-73.20045,Hole
2767,Glory Hole,39.9512,-73.30149,Hole
2768,Glory Wreck,39.43929,-74.13717,Structure
2769,Glory Wreck CF,40.0305,-73.96533,Wreck
2770,Glory Wreck??? F,39.43633,-74.129,Wreck
2771,Glovers Rock,38.09823,-73.88502,Rock
2772,GO NW Ledge,30.30833,-81.09375,Ledge
2773,Godfreys Ledge NO 1 C,42.9486,-70.75737,Ledge
2774,Godfreys Rock,43.1166,-70.6327,Rock
2775,Goggle EYE Reef,26.55048,-80.03831,Reef
2776,Golden Reef,25.97373,-80.10103,Reef
2777,Goldsmith Ledge,41.06712,-72.49161,Ledge
2778,Good Bottom Ledge?,30.37692,-80.4057,Ledge
2779,Good Fish Honey Hole,30.36379,-80.5753,Hole
2780,Good Grouper Ledge,30.0067,-80.31884,Ledge
2781,Good Hole,29.8263,-84.5383,Hole
2782,Good Hole,30.13675,-87.37992,Hole
2783,Good Hole,30.14097,-87.4648,Hole
2784,Good Hole,25.6724,-79.3218,Hole
2785,Good Hump,25.7262,-79.3103,Hump
2786,Good Hump,42.7941,-70.5599,Hump
2787,Good Ledge,33.36499,-77.17637,Ledge
2788,Good Ledge,33.41498,-77.08172,Ledge
2789,Good Ledge,33.56953,-76.95592,Ledge
2790,Good Ledge,33.69253,-76.72692,Ledge
2791,Good Ledge,33.898,-76.44562,Ledge
2792,Good Ledge,34.16357,-76.17322,Ledge
2793,Good Ledge,29.64258,-86.16642,Ledge
2794,Good Ledge,43.1124,-70.6052,Ledge
2795,Good Ledge,42.7032,-70.3073,Ledge
2796,Good Ledge,30.1443,-87.1828,Ledge
2797,Good Ledge,25.74,-79.3127,Ledge
2798,Good Ledge,42.8986,-70.7889,Ledge
2799,Good Ledge And Hole,34.6255,-75.61486,Ledge
2800,Good Rock,43.0531,-70.6683,Rock
2801,Good Rock,42.7857,-70.7421,Rock
2802,Goodledge 44,28.96111,-82.92695,Ledge
2803,Goose Rock Ledge,43.9347,-69.30987,Ledge
2804,Goose Rock Shoal,41.2363,-72.72065,Rock
2805,Gooseberry Ledge,42.51268,-70.79838,Ledge
2806,Gordon Pass 14 Mile Reef,26.2365,-82.12632,Reef
2807,Gordon Pass 5 Mile,26.08583,-81.88888,Structure
2808,Gordon Pass 5 Mile Reef,26.08117,-81.88567,Reef
2809,Gordon Pass 5 Mile Reef,26.0905,-81.895,Reef
2810,Gordon Pass 5 Mile Reef,26.09628,-81.88903,Reef
2811,Gordon Pass 9 Mile,26.06283,-81.98916,Structure
2812,Gordon Wreck,29.7445,-80.7795,Wreck
2813,Goshen Ledge,41.29356,-72.10637,Ledge
2814,Goshen Ledge,41.28288,-72.10082,Ledge
2815,Gppcba Reef,40.0493,-73.98581,Reef
2816,Gppcba Reef,40.03932,-73.98365,Reef
2817,Grady Prather Reef,29.67365,-80.97217,Reef
2818,Grady White Reef,40.01249,-73.98981,Reef
2819,Grahams Snapper Hole,27.46165,-83.03258,Hole
2820,Graigs Hole,24.98153,-82.00805,Hole
2821,Graing Rock,33.92265,-77.22875,Rock
2822,Grainger Rock,33.91667,-77.17508,Rock
2823,Grainger Wreck,33.925,-77.23333,Wreck
2824,Grand Teton Reef,27.1618,-80.05892,Reef
2825,Grants Ledge,41.12825,-71.94578,Ledge
2826,Grassy Hammock Rocks,41.07698,-73.38403,Rock
2827,Grayton 100 Reef,30.12957,-86.19738,Reef
2828,Grayton 100 Reef,30.12835,-86.13088,Reef
2829,Grayton 112 Reef,30.14785,-86.24582,Reef
2830,Grayton 113 Reef,30.14848,-86.22045,Reef
2831,Grayton Reef,30.26525,-86.18653,Reef
2832,Grayton Reef 05 A,30.13108,-86.12421,Reef
2833,Grayton Reef 05 A,30.1038,-86.11695,Reef
2834,Grayton Rock 02 A,30.26548,-86.19335,Rock
2835,Grayton Rock A,30.27123,-86.15797,Rock
2836,Grayton Rock B,30.2724,-86.16103,Rock
2837,Grayton Rock H,30.27492,-86.16997,Rock
2838,Grayton Rock J,30.15333,-86.24613,Rock
2839,Grayton Turtle Reef,30.32218,-86.15805,Reef
2840,Great Eastern Reef,38.20667,-74.73333,Reef
2841,Great Eastern Rock,41.07765,-71.82603,Rock
2842,Great Eastern Rock,41.07662,-71.82223,Rock
2843,Great Egg Reef,39.24217,-74.352,Reef
2844,Great Egg Rock,42.56396,-70.73699,Rock
2845,Great Gull Rock,41.19272,-72.11264,Rock
2846,Great Jersey Ledge,39.44927,-73.19071,Ledge
2847,Great PIG Rocks,42.46187,-70.8398,Rock
2848,Great Reef,41.04342,-73.4221,Reef
2849,Great Rock NO 4 A,41.61905,-70.29022,Rock
2850,Great Sippewisset Rock,41.5907,-70.65812,Rock
2851,Greater Jacksonville Kingfish Reef,30.36685,-80.90533,Reef
2852,Grecian Rocks,25.11185,-80.3052,Rock
2853,Grecian Rocks NE,24.48308,-81.69965,Rock
2854,Grecian Rocks NW,25.11517,-80.30333,Rock
2855,Grecian Rocks SW,25.11117,-80.301,Rock
2856,Grecian Wreck,41.07432,-71.53852,Structure
2857,Green Island Seal Ledges,43.89093,-68.9754,Ledge
2858,Green Ledge,44.18085,-68.53213,Ledge
2859,Green Ledge,41.03807,-73.44128,Ledge
2860,Green Ledge NO LA,44.1922,-68.5333,Ledge
2861,Green Marker Reef,27.54257,-82.87917,Reef
2862,Green S Hole,30.14065,-87.18478,Hole
2863,Green Tank,26.4,-80.05,Structure
2864,Greens Hole,30.1395,-87.17967,Hole
2865,Greens Hole,30.14033,-87.18383,Hole
2866,Greens Hole GPS,30.18467,-87.078,Hole
2867,Greens Ledge,41.04445,-73.43521,Ledge
2868,Greens Ledge Light,41.04168,-73.44317,Ledge
2869,Greenwich Rocks,40.9868,-73.53957,Rock
2870,Grey Ghost Blount,30.04153,-86.0949,Structure
2871,Grey Ghost Ship,30.04683,-86.09217,Wreck
2872,Greys Ledge,30.37285,-80.41085,Ledge
2873,Greys Ledge,30.38467,-81.16267,Ledge
2874,Greys Ledge,30.39542,-81.1612,Ledge
2875,Grindstone Ledge,44.03305,-69.05907,Ledge
2876,Grindstone Ledge,44.04657,-69.0423,Ledge
2877,Grouper Grotto,26.1397,-80.07213,Structure
2878,Grouper Hole,33.90833,-76.42084,Hole
2879,Grouper Hole,29.9139,-87.20495,Hole
2880,Grouper Hole,29.94167,-87.125,Hole
2881,Grouper Hole,30.14678,-87.18412,Hole
2882,Grouper Hole,28.00157,-84.16415,Hole
2883,Grouper Hole,26.9426,-80.04337,Hole
2884,Grouper Hole,26.485,-80.04,Hole
2885,Grouper Hole,26.94607,-80.04915,Hole
2886,Grouper Hole / Ledge,29.91993,-87.19225,Ledge
2887,Grouper Hole GPS,29.9085,-87.20833,Hole
2888,Grouper Hump,34.8797,-75.39486,Hump
2889,Grouper Ledge,33.76863,-77.4657,Ledge
2890,Grouper Ledge,33.9336,-77.34959,Ledge
2891,Grouper Ledge,33.96393,-77.2799,Ledge
2892,Grouper Ledge,33.97615,-77.32328,Ledge
2893,Grouper Ledge,33.97908,-77.31033,Ledge
2894,Grouper Ledge,33.98355,-77.22624,Ledge
2895,Grouper Ledge,33.98917,-77.34348,Ledge
2896,Grouper Ledge,34.01293,-77.37075,Ledge
2897,Grouper Ledge,34.11328,-77.42572,Ledge
2898,Grouper Ledge,34.42893,-76.90075,Ledge
2899,Grouper Ledge,27.1145,-82.61233,Ledge
2900,Grouper Ledge,30.24222,-80.24886,Ledge
2901,Grouper Mules Ledge,30.02799,-80.28034,Ledge
2902,Gsreef,40.49755,-73.14974,Reef
2903,GT Hump,34.74104,-75.49163,Hump
2904,Guana Hump,30.08018,-81.22533,Hump
2905,Gulf Breeze Sertoma,30.11266,-87.19191,Structure
2906,Gulf Power Steel Tower,30.20648,-87.23878,Tower
2907,Gulf Power Towers,30.20732,-87.23562,Tower
2908,Gulf Power Towers,30.21557,-87.23795,Tower
2909,Gulf Power Towers GPS,30.20233,-87.23733,Tower
2910,Gulf Stream Boynton Ledge,26.49007,-80.03867,Ledge
2911,Gulfstream Reef,26.48594,-80.02592,Reef
2912,Gulftrade Shipwreck,39.72965,-74.02124,Wreck
2913,Gull Ledge NOL,44.23242,-68.72233,Ledge
2914,Gull Rock Ledge,43.749,-69.30258,Ledge
2915,Gully Hole,30.20425,-87.14809,Hole
2916,Gully Hole,30.2108,-87.14667,Hole
2917,GUN Boat Wreck,40.36733,-73.215,Wreck
2918,GUN KAY Hump,25.58662,-79.41716,Hump
2919,GUN Ledge,25.57827,-79.35257,Ledge
2920,GUN Smoke 86 Wreck,27.55805,-83.08533,Wreck
2921,Gunboat,40.36987,-73.21987,Wreck
2922,Gunbor Reef,24.94667,-81.77,Reef
2923,Gunbor Reef,24.92355,-81.7709,Reef
2924,Gunning Rocks,43.91425,-69.24517,Rock
2925,Gunvor Wreck,24.4335,-80.29967,Wreck
2926,Guppy Hole,26.87632,-80.01405,Hole
2927,GUS Grafus Memorial Reef,40.0495,-73.98952,Reef
2928,GUS Picone Reef,39.25966,-74.25199,Reef
2929,GUY Harvey,26.21078,-80.06573,Reef
2930,Gwendolyn Steers Wreck,40.95417,-73.43417,Wreck
2931,Gwynn Island Reef,37.48083,-76.23833,Reef
2932,Gwynn Island Reef,37.49028,-76.24167,Reef
2933,H C Drewer,35.25462,-75.33875,Structure
2934,Habitat Corridor Reef,26.75458,-80.01537,Reef
2935,Hailey Glasrud,27.20967,-80.00478,Structure
2936,Hales Hole,29.8981,-85.5254,Hole
2937,Haleys Reef,29.45347,-80.9532,Reef
2938,Haleys Reef,29.45407,-80.9567,Reef
2939,Half Barge,30.21947,-87.31945,Reef
2940,Half Barge,30.22565,-87.61787,Reef
2941,Half Barges,30.21367,-87.32333,Reef
2942,Halfacre Rock,41.24863,-72.648,Rock
2943,Halftide Rock,42.34725,-70.90073,Rock
2944,Halftide Rocks,42.34858,-70.9047,Rock
2945,Halfway Hump,25.62507,-79.57438,Hump
2946,Halfway Reef,29.50833,-94.91667,Reef
2947,Halfway Rock,42.50247,-70.77498,Rock
2948,Halfway Rock Light,43.66098,-70.04438,Rock
2949,Halfway Rock NO 201 IR,43.63215,-70.00823,Rock
2950,Halfway Rocks,42.9782,-70.6207,Rock
2951,Halibut Ledge,44.0439,-68.77177,Ledge
2952,Halibut Rock NO 2 B,43.98388,-69.04923,Rock
2953,Halibut Rocks NOL,44.13588,-68.52495,Rock
2954,Hall Of Fame East Ledge,26.1905,-80.08483,Ledge
2955,Hall Of Fame East Ledge,26.195,-80.0845,Ledge
2956,Hallots Rock RBN,41.59243,-70.26172,Rock
2957,Halsey Tanker,27.33583,-80.07617,Structure
2958,Halsey Wreck,27.337,-80.07572,Wreck
2959,Hammerhead Reef,26.0875,-80.0861,Reef
2960,Haney Technical College Reef,29.92545,-85.99183,Reef
2961,Hanford Rock,41.09114,-73.35596,Rock
2962,Hang Rock,33.85767,-77.60293,Rock
2963,Hank Duke Tank,39.75784,-74.02447,Structure
2964,Hankins Wreck,40.07233,-73.89917,Wreck
2965,Hankins Wreck,39.85717,-73.96817,Wreck
2966,Hankins Wreck CF,40.072,-73.89667,Wreck
2967,Hanks Rocks,28.68326,-84.39056,Rock
2968,Hanus Ledge,44.16422,-68.50637,Ledge
2969,Happy Days Wreck,40.33852,-73.35983,Wreck
2970,Happy Days Wreck,40.33883,-73.36167,Wreck
2971,Harbor Rock,42.6749,-70.6154,Reef
2972,Harbor Reef ST 86,28.77883,-90.23883,Reef
2973,Hard Bottom And Rocks,26.30682,-80.05378,Reef
2974,Hard Bottom Inside Of Ledge,30.15429,-80.27569,Reef
2975,Hardies Reef,34.30862,-76.40222,Reef
2976,Harding Ledge 1 HL,42.31193,-70.84807,Reef
2977,Hardy Rocks,42.53592,-70.7995,Reef
2978,Harlows Ledge,29.33802,-83.86821,Reef
2979,Harms Ledge,30.32517,-80.94005,Reef
2980,Harms North Ledge,30.4106,-80.89907,Reef
2981,Harolds Hole,27.56907,-82.93077,Reef
2982,Harrison County Barge C,30.17572,-88.83777,Reef
2983,Harrison Group Wreck,38.30623,-74.89162,Reef
2984,Harry Michels Reefballs,39.75667,-74.03,Reef
