name,type,category,region,latitude,longitude
372,Reef,Reefs,Florida to California,31.38700,-118.54080
378,Reef,Reefs,Florida to California,31.90000,-117.83330
380 Fathom,Reef,Reefs,Florida to California,32.08330,-117.83330
381,Reef,Reefs,Florida to California,32.68330,-118.60830
385,Reef,Reefs,Florida to California,31.60000,-117.26390
390,Reef,Reefs,Florida to California,32.07500,-117.82000
40 Fathom Curve,Reef,Reefs,Florida to California,33.78080,-118.46670
421,Reef,Reefs,Florida to California,32.11670,-117.85830
425,Reef,Reefs,Florida to California,32.25000,-117.38670
43 (Fathom Spot),Reef,Reefs,Florida to California,32.65500,-117.97250
437,Reef,Reefs,Florida to California,31.53330,-118.20000
439,Reef,Reefs,Florida to California,32.49720,-117.40000
450,Reef,Reefs,Florida to California,31.45330,-117.08750
47 Fathom Ridge,Reef,Reefs,Florida to California,33.78780,-118.49030
474,Reef,Reefs,Florida to California,33.16390,-118.91670
475,Reef,Reefs,Florida to California,31.60000,-117.08330
475 Knuckle,Reef,Reefs,Florida to California,32.06670,-117.11670
483 – 500,Reef,Reefs,Florida to California,31.46670,-118.06670
499,Reef,Reefs,Florida to California,33.27500,-118.74170
5 Tanks,Reef,Reefs,Florida to California,32.68120,-117.26930
50 Miles South & 50 Miles West of Point Loma Light,Reef,Reefs,Florida to California,31.94284,-118.10230
50 Miles South of Point Loma Light,Reef,Reefs,Florida to California,31.94284,-117.24265
50 Miles West of Orange County Line,Reef,Reefs,Florida to California,33.38648,-118.10230
50 Miles West of Point Loma Light,Reef,Reefs,Florida to California,32.66512,-118.10230
51 (Banda Bank),Reef,Reefs,Florida to California,31.61670,-116.83330
52,Reef,Reefs,Florida to California,31.11360,-116.57080
59 Reef,Reef,Reefs,Florida to California,29.52783,-94.89633
60,Reef,Reefs,Florida to California,31.38470,-116.76950
60 Flat Steel Barge,Reef,Reefs,Florida to California,29.97745,-87.55952
60 Mile Bank,Reef,Reefs,Florida to California,32.01670,-118.20000
60 Mile Bank (Middle),Reef,Reefs,Florida to California,32.06670,-118.24720
63 Reef,Reef,Reefs,Florida to California,29.55550,-94.91667
65 (Tip Of Lower Finger),Reef,Reefs,Florida to California,31.66670,-116.83330
"7 Mile North Reef, Site 07 01",Reef,Reefs,Florida to California,27.53969,-82.87907
7 Mile Reef North,Reef,Reefs,Florida to California,27.45101,-82.82112
7 Mile Reef North,Reef,Reefs,Florida to California,27.53693,-82.87833
"7 Mile South Reef, Site C 00",Reef,Reefs,Florida to California,27.44157,-82.81877
"7 Mile South Reef, Site C 00",Reef,Reefs,Florida to California,27.44478,-82.82108
711,Reef,Reefs,Florida to California,33.13330,-119.05000
775 Reef,Reef,Reefs,Florida to California,27.64670,-97.00767
79 Reef Ball,Reef,Reefs,Florida to California,30.08693,-88.55467
8 A Reef,Reef,Reefs,Florida to California,28.48317,-80.33617
8 A Reef,Reef,Reefs,Florida to California,28.48600,-80.32200
8 A Reef,Reef,Reefs,Florida to California,28.48803,-80.33217
8 A Reef,Reef,Reefs,Florida to California,28.50783,-80.34583
8 A Reef,Reef,Reefs,Florida to California,28.53733,-80.34633
80 Reef Ball,Reef,Reefs,Florida to California,30.05830,-88.61393
81,Reef,Reefs,Florida to California,32.71950,-118.40610
86,Reef,Reefs,Florida to California,32.72500,-118.45670
9 Mile Bank (N),Reef,Reefs,Florida to California,32.65500,-117.44330
9 Mile Bank (S),Reef,Reefs,Florida to California,32.52670,-117.34000
97,Reef,Reefs,Florida to California,31.96670,-116.87280
A A Hendry Reef,Reef,Reefs,Florida to California,27.40552,-80.01365
A And C Reef,Reef,Reefs,Florida to California,29.75493,-88.01936
A Frame Barge,Reef,Reefs,Florida to California,30.03007,-87.38292
A Frame Barge,Reef,Reefs,Florida to California,30.03053,-87.37977
A Leg Reef,Reef,Reefs,Florida to California,30.37258,-86.49571
Aaron Dagen Memorial Reef,Reef,Reefs,Florida to California,30.30275,-87.20488
Aaron Hendry Reef,Reef,Reefs,Florida to California,26.64836,-82.60248
Aaron Vaughn Memorial Reef,Reef,Reefs,Florida to California,27.21308,-80.09350
Abalone Point,Reef,Reefs,Florida to California,33.55270,-117.82180
Abby Reef,Reef,Reefs,Florida to California,29.81047,-87.85173
Abstract Barge,Reef,Reefs,Florida to California,30.06113,-88.53587
Adeline Barge,Reef,Reefs,Florida to California,30.08330,-88.54870
Admiral Fetterman Reef,Reef,Reefs,Florida to California,30.07800,-87.19800
AH Reef,Reef,Reefs,Florida to California,30.54250,-81.05850
AH Reef (Amerjack Hole),Reef,Reefs,Florida to California,30.56100,-81.05100
AH Richardson,Reef,Reefs,Florida to California,28.52481,-82.91778
AH Richardson Reef,Reef,Reefs,Florida to California,28.52475,-82.92233
AH Site Barge,Reef,Reefs,Florida to California,30.54183,-81.05900
Aida Gonzales Memorial Reef,Reef,Reefs,Florida to California,29.77201,-85.69506
Airplane,Reef,Reefs,Florida to California,31.80150,-118.12080
AJ Bimini Turret Reef,Reef,Reefs,Florida to California,30.33910,-86.67458
Ajax Reef,Reef,Reefs,Florida to California,25.39620,-80.13691
AJS Blackbeard Flying Eagle,Reef,Reefs,Florida to California,30.13900,-86.56495
AL Sirotkin Reef,Reef,Reefs,Florida to California,27.20417,-80.04760
AL Sirotkin Reef,Reef,Reefs,Florida to California,27.21380,-80.04827
AL Sirotkin Reef,Reef,Reefs,Florida to California,27.22060,-80.12667
Alans Reef,Reef,Reefs,Florida to California,27.83545,-80.36065
Albatross Knoll,Reef,Reefs,Florida to California,32.96670,-119.94720
ALE Reef Center,Reef,Reefs,Florida to California,29.99137,-86.06853
ALE Reef Center,Reef,Reefs,Florida to California,30.11320,-86.30988
ALE Reef NW Leg End,Reef,Reefs,Florida to California,30.10982,-86.30497
ALE Reef SW 2 B,Reef,Reefs,Florida to California,30.11078,-86.31406
Alexander Barge,Reef,Reefs,Florida to California,24.86167,-80.56834
Alice Faye Memorial Reef,Reef,Reefs,Florida to California,29.91833,-85.63133
Aliso Pipe,Reef,Reefs,Florida to California,33.50630,-117.75880
Allen Family Memorial Reef,Reef,Reefs,Florida to California,29.92183,-85.60375
Alligator Reef,Reef,Reefs,Florida to California,24.85099,-80.61929
Alligator Reef,Reef,Reefs,Florida to California,24.86298,-80.62232
Alligator Reef NE Spat,Reef,Reefs,Florida to California,24.62328,-81.98187
Alligator Reef NW Spat,Reef,Reefs,Florida to California,24.85383,-80.61950
Alligator Reef SE Spat,Reef,Reefs,Florida to California,24.84683,-80.62717
Alligator Reef SW,Reef,Reefs,Florida to California,24.84183,-80.62250
Alligator Reef SW,Reef,Reefs,Florida to California,24.84967,-80.61400
Alva Chapman Reef,Reef,Reefs,Florida to California,25.29445,-80.15167
Amberjack Hole Golden Arches,Reef,Reefs,Florida to California,30.52117,-81.08900
Amberjack Hole Kims Reef,Reef,Reefs,Florida to California,30.54467,-81.05517
Amberjack Reef,Reef,Reefs,Florida to California,30.33210,-86.50408
American Shoal Reef,Reef,Reefs,Florida to California,24.52332,-81.51647
American Shoal Reef,Reef,Reefs,Florida to California,24.55203,-81.46532
AMT Reef,Reef,Reefs,Florida to California,25.91011,-81.98480
Anchor Reef,Reef,Reefs,Florida to California,25.79502,-80.07815
Anchor Reef,Reef,Reefs,Florida to California,25.80967,-80.09050
Anchor Reef,Reef,Reefs,Florida to California,25.81387,-80.09222
Anchor Reef,Reef,Reefs,Florida to California,30.31512,-86.52377
Ande Reef,Reef,Reefs,Florida to California,26.78800,-79.99233
Anderson Pipe,Reef,Reefs,Florida to California,33.11280,-117.33500
Anderson Reef,Reef,Reefs,Florida to California,29.50333,-94.79750
Andi Coyle Reef,Reef,Reefs,Florida to California,30.29829,-87.23105
Andree Reef,Reef,Reefs,Florida to California,29.76100,-83.73200
Andree Reef,Reef,Reefs,Florida to California,29.76483,-83.72733
Andrew Harris NO Shoes Reef,Reef,Reefs,Florida to California,26.96432,-80.05452
Andrew Harris Reef Trail,Reef,Reefs,Florida to California,26.96123,-80.05337
Andrew Harris Snorkel Reef,Reef,Reefs,Florida to California,26.95348,-80.06215
Andrew Red Harris Juno Rock,Reef,Reefs,Florida to California,26.87975,-80.03060
Andrew Red Harris Reef,Reef,Reefs,Florida to California,26.96574,-80.05915
Andy King Reef 1,Reef,Reefs,Florida to California,29.87651,-81.15345
Andy Roach Memorial Reef,Reef,Reefs,Florida to California,29.95205,-84.08147
Angela Russell Memorial Reef,Reef,Reefs,Florida to California,29.90867,-85.53925
Anglers Reef,Reef,Reefs,Florida to California,28.38857,-80.30315
ANN Marie Reef,Reef,Reefs,Florida to California,27.07761,-80.03828
Annan MEM Reef,Reef,Reefs,Florida to California,30.14828,-87.56620
Anniversary Reef,Reef,Reefs,Florida to California,26.18897,-80.08743
Anniversary Reef,Reef,Reefs,Florida to California,30.30158,-86.33728
Antares Ship,Reef,Reefs,Florida to California,30.00783,-87.13067
Antilles Star Concrete Pile,Reef,Reefs,Florida to California,29.32012,-80.74642
Apalachicola Reef,Reef,Reefs,Florida to California,29.46217,-84.83717
Aquarius At Conch Reef,Reef,Reefs,Florida to California,25.38825,-80.16440
ARC 10 Tetrahedrons,Reef,Reefs,Florida to California,26.41441,-82.41066
ARC 9 A Reef,Reef,Reefs,Florida to California,26.41568,-82.41360
Archies Reef,Reef,Reefs,Florida to California,29.50933,-94.81583
Arcoa Reef,Reef,Reefs,Florida to California,26.54025,-82.41620
Arcoa Reef,Reef,Reefs,Florida to California,30.16293,-87.23507
Arcos Boulder Reef,Reef,Reefs,Florida to California,25.90480,-80.08980
Area 1.1,Reef,Reefs,Florida to California,33.83330,-119.50000
Area 1.2,Reef,Reefs,Florida to California,33.83330,-118.83330
Area 1.3,Reef,Reefs,Florida to California,32.33330,-118.83330
Area 1.4,Reef,Reefs,Florida to California,32.33330,-119.61670
Area 1.5,Reef,Reefs,Florida to California,33.00000,-119.61670
Area 1.6,Reef,Reefs,Florida to California,33.00000,-119.88330
Area 1.7,Reef,Reefs,Florida to California,33.55000,-119.88330
Area 1.8,Reef,Reefs,Florida to California,33.55000,-119.50000
Area 2.1,Reef,Reefs,Florida to California,32.70000,-118.03330
Area 2.2,Reef,Reefs,Florida to California,32.70000,-117.83330
Area 2.3,Reef,Reefs,Florida to California,32.61170,-117.83330
Area 2.4,Reef,Reefs,Florida to California,32.50000,-117.89170
Area 2.5,Reef,Reefs,Florida to California,32.50000,-118.03330
Argo Reef,Reef,Reefs,Florida to California,30.19925,-87.10590
Argoil Wreck Concrete Pile,Reef,Reefs,Florida to California,29.11817,-80.69233
Arhf 2019 Golf Tournament Reef,Reef,Reefs,Florida to California,26.88278,-80.03062
Arhf Reef Trail,Reef,Reefs,Florida to California,26.95670,-80.05440
Arida,Reef,Reefs,Florida to California,25.68051,-80.07081
Arizona Chemical Reef,Reef,Reefs,Florida to California,29.88918,-85.53342
Arrow Ledge East,Reef,Reefs,Florida to California,30.26923,-86.25419
Arrow Ledge Tip,Reef,Reefs,Florida to California,30.26713,-86.25992
Arrow Ledge West,Reef,Reefs,Florida to California,30.27025,-86.25917
Artificial Reef,Reef,Reefs,Florida to California,26.91677,-82.93257
Artificial Reef,Reef,Reefs,Florida to California,27.03315,-82.72469
Artificial Reef,Reef,Reefs,Florida to California,27.07233,-82.70236
Artificial Reef,Reef,Reefs,Florida to California,27.68841,-83.00593
Artificial Reef,Reef,Reefs,Florida to California,28.20355,-83.30597
Artificial Reef,Reef,Reefs,Florida to California,29.62611,-84.22470
Artificial Reef,Reef,Reefs,Florida to California,29.99184,-86.40503
Artificial Reef,Reef,Reefs,Florida to California,30.27906,-86.61129
Atascadero,Reef,Reefs,Florida to California,35.39333,-120.87556
Atlantis Memorial Reef,Reef,Reefs,Florida to California,25.69958,-80.09000
Atria Atria Reef,Reef,Reefs,Florida to California,26.16450,-80.07042
Attis Bathtub Reef,Reef,Reefs,Florida to California,26.25808,-80.07078
Avalon Bank,Reef,Reefs,Florida to California,33.41170,-118.22500
Avalon Harbor,Reef,Reefs,Florida to California,33.34700,-118.32050
B B Reef,Reef,Reefs,Florida to California,30.08217,-85.71467
BA Reef,Reef,Reefs,Florida to California,30.70029,-81.07616
BA Reef Site,Reef,Reefs,Florida to California,30.70041,-81.07973
BA-439 - Matagorda,Reef,Reefs,Florida to California,28.51700,-95.78100
BA-A-23,Reef,Reefs,Florida to California,28.12700,-95.71600
BA-A-28,Reef,Reefs,Florida to California,28.15000,-95.49500
BA-A-47,Reef,Reefs,Florida to California,28.05700,-95.87300
Bache Shoal Patch Reef Complex,Reef,Reefs,Florida to California,25.47917,-80.15139
Bad Hole Reef,Reef,Reefs,Florida to California,29.90772,-86.63937
Bahia Honda Reef,Reef,Reefs,Florida to California,24.59577,-81.28967
Bahia Honda Reef,Reef,Reefs,Florida to California,24.61082,-81.29368
Bainbridge Reef,Reef,Reefs,Florida to California,29.88833,-85.52472
Bajamar,Reef,Reefs,Florida to California,32.00830,-116.87750
Bal Harbor Hole A,Reef,Reefs,Florida to California,25.91945,-80.08578
Banana Reef,Reef,Reefs,Florida to California,25.10767,-80.30733
Banda Bank,Reef,Reefs,Florida to California,31.65000,-116.86670
Baracuda Reef,Reef,Reefs,Florida to California,26.07033,-80.09633
Baracuda Reef,Reef,Reefs,Florida to California,26.08233,-80.09550
Baratta Sight SEE ER Tower,Reef,Reefs,Florida to California,27.22168,-80.00512
Barefoot Mailman,Reef,Reefs,Florida to California,26.31300,-80.06632
Bares 1. 5 Foot Ledge,Reef,Reefs,Florida to California,25.41547,-80.12642
Bares 6 Foot Ledge,Reef,Reefs,Florida to California,25.42340,-80.13608
Barge,Reef,Reefs,Florida to California,25.66910,-80.07026
Barge,Reef,Reefs,Florida to California,29.04526,-87.53888
Barge,Reef,Reefs,Florida to California,29.04575,-87.66860
Barge,Reef,Reefs,Florida to California,29.87857,-87.67518
Barge,Reef,Reefs,Florida to California,29.94915,-87.55615
Barge,Reef,Reefs,Florida to California,29.96860,-87.63520
Barge,Reef,Reefs,Florida to California,30.00327,-87.70268
Barge,Reef,Reefs,Florida to California,30.06323,-88.61432
Barge,Reef,Reefs,Florida to California,30.09132,-88.58020
Barge,Reef,Reefs,Florida to California,30.22175,-87.43110
Barge 1,Reef,Reefs,Florida to California,30.08363,-88.55747
Barge 1 Site,Reef,Reefs,Florida to California,26.53725,-82.41851
Barge 10 Mile,Reef,Reefs,Florida to California,30.09795,-87.56908
Barge 148,Reef,Reefs,Florida to California,30.06651,-88.61261
Barge 2,Reef,Reefs,Florida to California,30.20608,-88.83113
Barge A,Reef,Reefs,Florida to California,30.06002,-88.61072
Barge And Rubble Reef,Reef,Reefs,Florida to California,24.67687,-81.87940
Barge B,Reef,Reefs,Florida to California,30.06497,-88.60775
Barge Little Wreck,Reef,Reefs,Florida to California,30.32500,-80.94500
Barge Reef,Reef,Reefs,Florida to California,30.51118,-80.93445
Barge Site,Reef,Reefs,Florida to California,29.89366,-80.97446
Barge Wreck,Reef,Reefs,Florida to California,28.39755,-80.21358
Barge Wreck,Reef,Reefs,Florida to California,28.84727,-80.42730
Barge Wreck,Reef,Reefs,Florida to California,30.23385,-87.19035
Barge Wreck Maryland,Reef,Reefs,Florida to California,28.39772,-80.22037
Barges And Concrete Reef,Reef,Reefs,Florida to California,27.21292,-80.11390
Barnacle Reef,Reef,Reefs,Florida to California,30.14495,-86.31523
Barnacle Reef,Reef,Reefs,Florida to California,30.14717,-86.31968
Barnacle Reef,Reef,Reefs,Florida to California,30.14720,-86.31088
Barnacle Reef,Reef,Reefs,Florida to California,30.14925,-86.30527
Barnacle Reef,Reef,Reefs,Florida to California,30.15167,-86.31987
Barnacle Reef,Reef,Reefs,Florida to California,30.15462,-86.31128
Barnacle Reef,Reef,Reefs,Florida to California,30.15635,-86.31535
Barnacle Reef,Reef,Reefs,Florida to California,30.15702,-86.32008
Barnes 4 Reef,Reef,Reefs,Florida to California,30.23652,-86.58410
Barnes Reef,Reef,Reefs,Florida to California,30.24818,-86.32917
Barnes Reef,Reef,Reefs,Florida to California,30.25000,-86.49833
Barracuda Wreck,Reef,Reefs,Florida to California,27.00400,-80.07833
Barracuda Wreck,Reef,Reefs,Florida to California,27.01050,-80.07833
Barrel Barge,Reef,Reefs,Florida to California,30.16950,-86.74868
Barrel Barge,Reef,Reefs,Florida to California,30.36391,-86.60145
Barrel Rocks,Reef,Reefs,Florida to California,25.33231,-79.17960
Barren Rock,Reef,Reefs,Florida to California,25.49455,-79.25420
Barrier Dunes Barge,Reef,Reefs,Florida to California,29.75097,-85.42573
Barrow Memorial Reef,Reef,Reefs,Florida to California,29.91514,-85.60183
Barrow Reef,Reef,Reefs,Florida to California,26.92148,-80.01803
Barrow Reef,Reef,Reefs,Florida to California,26.94158,-80.04333
Barrow Reef,Reef,Reefs,Florida to California,26.94505,-80.04913
Barrs Reef,Reef,Reefs,Florida to California,29.13898,-94.70077
Barrys Spot,Reef,Reefs,Florida to California,32.35070,-117.23120
Bascos Reef,Reef,Reefs,Florida to California,29.30048,-93.88830
Baskins Barge,Reef,Reefs,Florida to California,30.08867,-86.35540
Bath Tennis Reef,Reef,Reefs,Florida to California,26.67458,-80.00673
Bathtub Reef,Reef,Reefs,Florida to California,30.34102,-86.41183
Bay County Laars A Modules,Reef,Reefs,Florida to California,29.99829,-85.90351
Bay Marchand 3,Reef,Reefs,Florida to California,29.05332,-90.17006
BB Reef,Reef,Reefs,Florida to California,30.36267,-80.83267
BB Reef,Reef,Reefs,Florida to California,30.36517,-80.84850
BB Reef,Reef,Reefs,Florida to California,30.42050,-81.14417
BB Reef,Reef,Reefs,Florida to California,30.43167,-81.13850
BB Reef,Reef,Reefs,Florida to California,30.43200,-81.15083
BB Reef,Reef,Reefs,Florida to California,30.43267,-81.13517
BB Site - Sanctuary Reef,Reef,Reefs,Florida to California,30.42933,-81.14000
BB Site Margarets Reef,Reef,Reefs,Florida to California,30.42583,-81.14417
BB Site Roberts Reef,Reef,Reefs,Florida to California,30.42703,-81.13858
BC NRDA Reef,Reef,Reefs,Florida to California,29.66160,-85.98835
BC NRDA Reef,Reef,Reefs,Florida to California,29.70378,-85.96820
BC NRDA Reef,Reef,Reefs,Florida to California,29.72357,-85.90490
BC NRDA Reef,Reef,Reefs,Florida to California,29.74045,-85.94038
BC NRDA Reef,Reef,Reefs,Florida to California,29.76182,-85.85922
BC NRDA Reef,Reef,Reefs,Florida to California,29.76362,-85.98837
BC NRDA Reef,Reef,Reefs,Florida to California,29.79575,-85.81433
BC NRDA Reef,Reef,Reefs,Florida to California,29.81638,-85.90487
BC NRDA Reef,Reef,Reefs,Florida to California,29.81902,-85.96882
BC NRDA Reef,Reef,Reefs,Florida to California,29.83900,-85.86210
BC NRDA Reef,Reef,Reefs,Florida to California,29.87263,-85.98837
BC NRDA Reef,Reef,Reefs,Florida to California,29.87490,-85.90487
BC NRDA Reef,Reef,Reefs,Florida to California,29.90040,-85.94030
BC NRDA Reef,Reef,Reefs,Florida to California,29.91715,-85.96817
BC NRDA Reef,Reef,Reefs,Florida to California,29.94215,-85.99210
Beanie And Hosehead Reef,Reef,Reefs,Florida to California,29.89713,-85.46918
Beasley Park Snorkel Reef,Reef,Reefs,Florida to California,30.39019,-86.58498
Bechers Bay (big area),Reef,Reefs,Florida to California,34.00330,-120.00000
Becks Reef,Reef,Reefs,Florida to California,26.48117,-80.03917
Belcher Barge,Reef,Reefs,Florida to California,25.41291,-80.11910
Belcher Barge,Reef,Reefs,Florida to California,25.69683,-80.08803
Bell Bank,Reef,Reefs,Florida to California,31.60500,-118.93000
Belton Johnson Reef,Reef,Reefs,Florida to California,26.42333,-82.19633
Belton Johnson Reef,Reef,Reefs,Florida to California,26.42417,-82.20150
Bend in Pipe,Reef,Reefs,Florida to California,33.61450,-117.97270
Bendickson Reef,Reef,Reefs,Florida to California,28.52883,-82.97850
Bent Pipe Reef,Reef,Reefs,Florida to California,29.60083,-94.97033
Bernhardt Pyramids,Reef,Reefs,Florida to California,28.36482,-80.29468
Betty Castor Reef,Reef,Reefs,Florida to California,29.27499,-83.38333
Beverly M Reef,Reef,Reefs,Florida to California,27.39253,-80.00982
Beverly M Reef,Reef,Reefs,Florida to California,27.39390,-80.01773
Big 16 Reef,Reef,Reefs,Florida to California,30.28328,-86.59972
Big A Reef,Reef,Reefs,Florida to California,30.32422,-86.49987
Big A Reef,Reef,Reefs,Florida to California,30.32693,-86.50118
Big AJ Reef,Reef,Reefs,Florida to California,30.32502,-86.48240
Big Bend Saltwater Classic Reef,Reef,Reefs,Florida to California,29.63322,-85.98280
Big Brain Reef,Reef,Reefs,Florida to California,26.57675,-80.01317
Big Georges Reef,Reef,Reefs,Florida to California,29.59799,-80.89333
Big Georges Reef,Reef,Reefs,Florida to California,29.59827,-80.89878
Big Kelp Reef - BKR,Reef,Reefs,Florida to California,34.01900,-118.78470
Big Ledge Area,Reef,Reefs,Florida to California,30.29957,-81.04497
Big Pine Key Reef,Reef,Reefs,Florida to California,24.54822,-81.46710
Big Pine Reef,Reef,Reefs,Florida to California,24.54182,-81.32365
Big Pine Reef,Reef,Reefs,Florida to California,24.54487,-81.32550
Big Pine Reef,Reef,Reefs,Florida to California,24.55093,-81.32915
Big Reef,Reef,Reefs,Florida to California,30.27652,-86.60137
Big Reef,Reef,Reefs,Florida to California,30.32090,-86.51700
Big Reef Northeast,Reef,Reefs,Florida to California,30.28748,-86.59408
Bill Cranford Reef,Reef,Reefs,Florida to California,29.92652,-85.48623
Bill Donaldson Reef,Reef,Reefs,Florida to California,27.20000,-80.10000
Bill Donaldson Reef,Reef,Reefs,Florida to California,27.20616,-80.11033
Bill Donaldson Reef,Reef,Reefs,Florida to California,27.20967,-80.11250
Bill Donaldson Reef,Reef,Reefs,Florida to California,27.21167,-80.10145
Bill Donaldson Reef,Reef,Reefs,Florida to California,27.21628,-80.05243
Bill Harris Memorial Reef,Reef,Reefs,Florida to California,30.10078,-87.18888
Bill Horns Reef,Reef,Reefs,Florida to California,29.78436,-85.70600
Billie Jack Smith Reef,Reef,Reefs,Florida to California,29.91300,-85.47817
Bills Reef,Reef,Reefs,Florida to California,26.75868,-79.04512
Billy Gillen Memorial Reef,Reef,Reefs,Florida to California,29.90228,-85.45555
Billys Barge,Reef,Reefs,Florida to California,25.77403,-80.07285
Binney Reef,Reef,Reefs,Florida to California,29.81598,-87.85726
Bird Island II Reef,Reef,Reefs,Florida to California,29.00099,-90.01204
BJ Putnam Reef,Reef,Reefs,Florida to California,29.93020,-85.83488
Black Bart,Reef,Reefs,Florida to California,30.06080,-85.82388
Black Pearl,Reef,Reefs,Florida to California,30.10575,-85.83183
Blackfin Reef,Reef,Reefs,Florida to California,29.88508,-85.53497
Blackmar's Reef (BR),Reef,Reefs,Florida to California,30.36173,-80.83175
Blackmars Reef,Reef,Reefs,Florida to California,30.39204,-81.17583
Blackmars Reef Circular Reef,Reef,Reefs,Florida to California,30.36683,-80.83133
Blackmars Reef Ocean Going Tug,Reef,Reefs,Florida to California,30.36117,-80.84267
Blackmars Reef Scamp Reef,Reef,Reefs,Florida to California,30.36483,-80.83833
Blackwater Bridge ON I 10 Reef,Reef,Reefs,Florida to California,30.15192,-87.22625
Blackwater Bridge ON I 10 Reef,Reef,Reefs,Florida to California,30.19657,-87.23658
Blandas Reef BL 4,Reef,Reefs,Florida to California,26.42272,-82.31567
Blandas Reef Bridge,Reef,Reefs,Florida to California,26.41981,-82.31791
Blount Reef Boat Parts,Reef,Reefs,Florida to California,30.04320,-86.09273
Blue Mountain Reef,Reef,Reefs,Florida to California,30.26527,-86.22265
Blue Mountain Reef 01 A,Reef,Reefs,Florida to California,30.26850,-86.23241
Blue Roof,Reef,Reefs,Florida to California,33.54820,-117.81550
Blue Wing Reef,Reef,Reefs,Florida to California,30.04578,-88.33123
Bluefish Reef,Reef,Reefs,Florida to California,29.89230,-85.53310
Boatman's Reef Mustang Island 746 L,Reef,Reefs,Florida to California,27.77367,-96.97083
BOB Burton Memorial Reef,Reef,Reefs,Florida to California,26.45320,-80.04952
BOB Herbst SR Reef,Reef,Reefs,Florida to California,27.38315,-80.06164
BOB Herbst SR Reef,Reef,Reefs,Florida to California,27.44612,-80.15897
BOB Reay Reef Belize Queen,Reef,Reefs,Florida to California,30.14670,-86.67293
Boca 3 RD Reef Drift Dive,Reef,Reefs,Florida to California,26.35857,-80.05531
Boca Artificial Reef Ledge,Reef,Reefs,Florida to California,26.32800,-80.05982
Boca Grand RR Reef,Reef,Reefs,Florida to California,26.70197,-82.59888
Boca Grande Reef,Reef,Reefs,Florida to California,26.63885,-82.28397
Boca Grande Reef,Reef,Reefs,Florida to California,26.64512,-82.29410
Boca Raton Reef,Reef,Reefs,Florida to California,26.32250,-80.05583
Boca Raton Reef,Reef,Reefs,Florida to California,26.36900,-80.04672
Boca Reef,Reef,Reefs,Florida to California,26.31042,-80.05185
Boca Reef,Reef,Reefs,Florida to California,26.35280,-80.03592
Boca Step Reef,Reef,Reefs,Florida to California,26.34255,-80.06480
Bodenstein Reef,Reef,Reefs,Florida to California,30.02857,-87.12970
Bodenstein Reef,Reef,Reefs,Florida to California,30.03163,-87.07920
Bolsa Chica,Reef,Reefs,Florida to California,33.65000,-118.10000
BOO Mcculley Reef,Reef,Reefs,Florida to California,27.20478,-80.00660
Borries Barge A,Reef,Reefs,Florida to California,30.03207,-88.52155
Borries Barge B,Reef,Reefs,Florida to California,30.04895,-88.52230
Bortone Reef,Reef,Reefs,Florida to California,29.66603,-87.24275
Box Reef,Reef,Reefs,Florida to California,26.49214,-78.66021
Boynton Reef,Reef,Reefs,Florida to California,26.54472,-80.01257
Boyton Kiwanis Miller Lite Reef,Reef,Reefs,Florida to California,26.55400,-80.01767
BR Site N Barge,Reef,Reefs,Florida to California,30.36433,-80.83783
Brause Girl Reef,Reef,Reefs,Florida to California,27.20772,-80.00393
Brazos A 132 Reef,Reef,Reefs,Florida to California,27.82272,-95.99002
Brazos A 28 Reef,Reef,Reefs,Florida to California,28.14942,-95.49512
Breakers Reef,Reef,Reefs,Florida to California,26.70230,-80.00982
Breakers Reef,Reef,Reefs,Florida to California,26.71257,-80.01745
Breakers Reef South,Reef,Reefs,Florida to California,26.68583,-80.00283
Breakers Reef Turtle Mound,Reef,Reefs,Florida to California,26.71668,-80.01873
Brevard Artificial Reef Section A + B,Reef,Reefs,Florida to California,28.30700,-80.45467
Brevard County Reef 20 Fathom,Reef,Reefs,Florida to California,28.49850,-80.21183
Brevard County Reef 20 Fathom,Reef,Reefs,Florida to California,28.50450,-80.22000
Brevard County Reef 21 Fathom,Reef,Reefs,Florida to California,28.33500,-80.19283
Brevard County Reef 21 Fathom,Reef,Reefs,Florida to California,28.36683,-80.18383
Brevard County Reef 9 Fathom,Reef,Reefs,Florida to California,28.30750,-80.46117
Brevard County Reef 9 Fathom,Reef,Reefs,Florida to California,28.30933,-80.45667
Brevard County Reef 9 Fathom,Reef,Reefs,Florida to California,28.31183,-80.47467
Brevard Reef,Reef,Reefs,Florida to California,28.30865,-80.44985
Brevard Reef,Reef,Reefs,Florida to California,28.62670,-80.53842
Brevard Reef Site,Reef,Reefs,Florida to California,28.40712,-80.27855
Brewster Reef,Reef,Reefs,Florida to California,25.56627,-80.09863
Bridge Reef,Reef,Reefs,Florida to California,26.79825,-79.99108
Bridge Rubble Reef,Reef,Reefs,Florida to California,24.60902,-81.16837
Bridge Rubble Reef,Reef,Reefs,Florida to California,30.34760,-86.49397
Bridge Rubble Reef,Reef,Reefs,Florida to California,30.36667,-86.50000
Broward County Reef Monitoring Site,Reef,Reefs,Florida to California,26.00470,-80.09692
Broward County Reef Monitoring Site,Reef,Reefs,Florida to California,26.08186,-80.10380
Broward County Reef Monitoring Site,Reef,Reefs,Florida to California,26.13701,-80.09763
