name,type,category,region,latitude,longitude
Flagler SE,Structure,Structure,Florida to California,29.04194,-80.88021
Flagler SSW,Structure,Structure,Florida to California,29.04192,-80.88340
Flagler SW,Structure,Structure,Florida to California,29.04094,-80.88266
Floyds Folly,Structure,Structure,Florida to California,30.16782,-81.15537
Floyds Folly 2011,Structure,Structure,Florida to California,30.17164,-81.15083
Foote Family Modules,Structure,Structure,Florida to California,26.02036,-82.11010
Fort Panic Center Patch,Structure,Structure,Florida to California,30.33958,-86.25602
Fountainbleau Boxcars,Structure,Structure,Florida to California,30.15000,-85.88333
Four Aces,Structure,Structure,Florida to California,30.10508,-85.87492
FPL/FIT Experimental,Structure,Structure,Florida to California,27.68029,-80.33340
Freeport Car Reef Brazos 305 L,Structure,Structure,Florida to California,28.83500,-95.13467
FWC,Structure,Structure,Florida to California,27.65433,-82.84400
FWC,Structure,Structure,Florida to California,27.65583,-82.84283
FWC,Structure,Structure,Florida to California,27.65583,-82.84400
FWC EE 4 Module,Structure,Structure,Florida to California,30.02364,-87.16991
FWC EE 6 Module,Structure,Structure,Florida to California,30.05463,-87.09261
FWC EE 7 Module,Structure,Structure,Florida to California,30.02436,-87.15621
FWC EE 8 Module,Structure,Structure,Florida to California,30.04884,-87.08501
Gelmer,Structure,Structure,Florida to California,29.31689,-84.91657
Genoa Kelp,Structure,Structure,Florida to California,32.41300,-117.26210
Gigi,Structure,Structure,Florida to California,29.67355,-84.33323
Gordon Pass 5 Mile,Structure,Structure,Florida to California,26.08583,-81.88888
Gordon Pass 9 Mile,Structure,Structure,Florida to California,26.06283,-81.98916
Green Tank,Structure,Structure,Florida to California,26.40000,-80.05000
Grey Ghost Blount,Structure,Structure,Florida to California,30.04153,-86.09490
Grouper Grotto,Structure,Structure,Florida to California,26.13970,-80.07213
Gulf Breeze Sertoma,Structure,Structure,Florida to California,30.11266,-87.19191
Hailey Glasrud,Structure,Structure,Florida to California,27.20967,-80.00478
Halsey Tanker,Structure,Structure,Florida to California,27.33583,-80.07617
Hathaway Bridge 1 Finish,Structure,Structure,Florida to California,30.05333,-85.97333
Hathaway Bridge 2 Finish,Structure,Structure,Florida to California,29.97837,-85.86189
Hathaway Rubble,Structure,Structure,Florida to California,30.06858,-85.82430
Hathaway Span 1 Midway Site,Structure,Structure,Florida to California,30.04483,-85.72909
Hathaway Span 10 Stage 1 West,Structure,Structure,Florida to California,30.02438,-85.96250
Hathaway Span 12 Midway Site,Structure,Structure,Florida to California,30.03468,-85.73155
Hathaway Span 13 Stage 1 East,Structure,Structure,Florida to California,29.95653,-85.84185
Hathaway Span 2 Midway Site,Structure,Structure,Florida to California,30.03661,-85.72845
Hathaway Span 3 A Stage 1 East,Structure,Structure,Florida to California,29.94469,-85.81858
Hathaway Span 4 Stage 1 East,Structure,Structure,Florida to California,29.94483,-85.82966
Hathaway Span 5 Fontainbleau,Structure,Structure,Florida to California,30.16411,-85.89688
Hathaway Span 6 Fontainbleau,Structure,Structure,Florida to California,30.14873,-85.88788
Hathaway Span 7 Stage 1 West,Structure,Structure,Florida to California,29.98568,-85.95033
Hathaway Span 8 Stage 1 West,Structure,Structure,Florida to California,29.99798,-85.94840
Hathaway Span 9 Stage 1 West,Structure,Structure,Florida to California,30.00874,-85.94981
Haulover Culverts,Structure,Structure,Florida to California,25.89080,-80.07726
Haulover Modules Site,Structure,Structure,Florida to California,25.88955,-80.07693
Highway 79 Bridge,Structure,Structure,Florida to California,30.05332,-85.82435
Highway 79 Bridge,Structure,Structure,Florida to California,30.06159,-85.82272
Hovercraft Llcat,Structure,Structure,Florida to California,30.07081,-85.81208
Hoyt Vandenberg,Structure,Structure,Florida to California,24.45995,-81.73647
Hugos April Fool,Structure,Structure,Florida to California,25.36711,-80.13038
HWY 19 BCB,Structure,Structure,Florida to California,28.78800,-83.05520
HWY 19 BCB,Structure,Structure,Florida to California,28.78847,-83.05352
HWY 19 BCB,Structure,Structure,Florida to California,28.78908,-83.05417
Hydro Atlantic,Structure,Structure,Florida to California,26.32500,-80.05071
I 05 Tug,Structure,Structure,Florida to California,30.01810,-87.47248
"I 1, Lynn Silvertooth",Structure,Structure,Florida to California,27.28664,-82.59755
"I 1, Lynn Silvertooth, 25",Structure,Structure,Florida to California,27.28702,-82.59878
"I 1, Lynn Silvertooth, 29",Structure,Structure,Florida to California,27.28536,-82.60108
"I 1, Lynn Silvertooth, Site",Structure,Structure,Florida to California,27.28646,-82.60110
"I 1, Lynn Silvertooth, Site",Structure,Structure,Florida to California,27.28701,-82.59986
"I 1, Lynn Silvertooth, Site",Structure,Structure,Florida to California,27.28756,-82.59741
I Beams,Structure,Structure,Florida to California,25.79635,-80.07990
Imperial Beach Kelp,Structure,Structure,Florida to California,32.57500,-117.16000
Imperial Beach Kelp South End,Structure,Structure,Florida to California,32.55000,-117.15000
Imperial Beach Pier,Structure,Structure,Florida to California,32.58000,-117.13500
Inner Airplane Site,Structure,Structure,Florida to California,29.84960,-80.98563
Inner Airplane Site,Structure,Structure,Florida to California,29.84975,-80.98075
Inner Plane 88 Culverts,Structure,Structure,Florida to California,29.85017,-80.98450
Inner Plane Wwii Transport,Structure,Structure,Florida to California,29.84783,-80.98833
Inside Bull Kelp,Structure,Structure,Florida to California,32.82300,-117.30180
James King Memorial,Structure,Structure,Florida to California,29.94210,-85.48842
James Whitright Memorial,Structure,Structure,Florida to California,29.93823,-85.48662
JET Fighters,Structure,Structure,Florida to California,25.36750,-80.12693
Jim Torgerson,Structure,Structure,Florida to California,26.22736,-80.06493
Johns Pass Bridge Load,Structure,Structure,Florida to California,27.86261,-83.02903
Joseph Meek,Structure,Structure,Florida to California,30.27306,-87.15956
JW Site,Structure,Structure,Florida to California,30.27891,-81.22988
Keewaydin 3 Mile,Structure,Structure,Florida to California,26.03390,-81.82978
Keewaydin 3 Mile,Structure,Structure,Florida to California,26.03483,-81.83083
Keewaydin 3 Mile,Structure,Structure,Florida to California,26.03710,-81.83281
"KEN Vitale, Formaly The Tracy",Structure,Structure,Florida to California,26.15931,-80.07938
Key Biscayne Connectivity Project Pile D,Structure,Structure,Florida to California,25.69655,-80.08695
Key West Gulfside,Structure,Structure,Florida to California,24.69068,-81.87681
Kingry Barge/Tanks,Structure,Structure,Florida to California,30.16462,-87.23217
LA,Structure,Structure,Florida to California,30.07613,-86.40291
LA,Structure,Structure,Florida to California,30.08448,-86.39330
LA,Structure,Structure,Florida to California,30.08448,-86.41252
LA,Structure,Structure,Florida to California,30.08448,-86.40291
LA,Structure,Structure,Florida to California,30.09284,-86.40291
LA 2023,Structure,Structure,Florida to California,30.09415,-86.41183
LA 2023,Structure,Structure,Florida to California,30.11081,-86.41183
LA 2023,Structure,Structure,Florida to California,30.12747,-86.41183
LA 2023,Structure,Structure,Florida to California,30.14410,-86.41183
LA 2025,Structure,Structure,Florida to California,30.07612,-86.39330
LA 2025,Structure,Structure,Florida to California,30.08448,-86.38387
LA 2025,Structure,Structure,Florida to California,30.09283,-86.39330
LA 2025,Structure,Structure,Florida to California,30.09283,-86.38387
Laars Site A M 60 Tank,Structure,Structure,Florida to California,30.14070,-86.37300
Laars Site A M 60 Tank,Structure,Structure,Florida to California,30.14220,-86.35866
Laars Site A M 60 Tank,Structure,Structure,Florida to California,30.15057,-86.40078
Laars Site A M 60 Tank,Structure,Structure,Florida to California,30.15115,-86.40215
Lady Free Schooner,Structure,Structure,Florida to California,25.69083,-80.07883
Lady Luck Statues,Structure,Structure,Florida to California,26.22972,-80.06340
Lady Susan,Structure,Structure,Florida to California,29.63355,-84.59990
Landing Craft LCI,Structure,Structure,Florida to California,25.78448,-80.04988
"Lauderdale Site, C",Structure,Structure,Florida to California,26.16058,-80.07911
LC 2021,Structure,Structure,Florida to California,30.15360,-86.56063
LC 2021,Structure,Structure,Florida to California,30.15360,-86.55127
LC 2024 01 S 01,Structure,Structure,Florida to California,30.11887,-86.74443
LC 2024 02 S 01,Structure,Structure,Florida to California,30.12735,-86.74427
LC 2024 03 S 01,Structure,Structure,Florida to California,30.13570,-86.74443
LC 2024 04 S 01,Structure,Structure,Florida to California,30.14392,-86.74443
Lee Collier,Structure,Structure,Florida to California,26.29050,-81.91750
Lee Woodham Memorial Site,Structure,Structure,Florida to California,29.76460,-85.61123
Lighthouse Kelp,Structure,Structure,Florida to California,32.65700,-117.26280
Limestone Boulder Piles 1,Structure,Structure,Florida to California,26.05275,-80.09650
Lipscomb/50 50 Tug,Structure,Structure,Florida to California,30.10282,-87.39137
Liquid Storage Tanks,Structure,Structure,Florida to California,30.35422,-86.41552
Liscomb Tug,Structure,Structure,Florida to California,30.08133,-87.80300
Long Key Viaduct,Structure,Structure,Florida to California,24.75683,-80.81850
Loss Pontoon,Structure,Structure,Florida to California,30.01484,-85.69128
Loss Pontoon,Structure,Structure,Florida to California,30.08894,-85.73200
Loss Pontoon Site,Structure,Structure,Florida to California,30.08280,-85.73527
Loss Pontoon Site Hath,Structure,Structure,Florida to California,30.08389,-85.72162
Lost Tug,Structure,Structure,Florida to California,30.20122,-86.96630
Lotus,Structure,Structure,Florida to California,25.84912,-80.07773
M 13 Site,Structure,Structure,Florida to California,26.91683,-82.46601
M 13 Site,Structure,Structure,Florida to California,26.91832,-82.46470
M 2 Tom Wallin,Structure,Structure,Florida to California,27.31315,-82.71582
M 2 Tom Wallin,Structure,Structure,Florida to California,27.31393,-82.71535
M 4 Site,Structure,Structure,Florida to California,27.25248,-82.71970
M 60 Tanks,Structure,Structure,Florida to California,30.35837,-86.49347
M 60 Tanks,Structure,Structure,Florida to California,30.36170,-86.58992
M 60 Tanks,Structure,Structure,Florida to California,30.36825,-86.58318
M 8 Fallen Heroes,Structure,Structure,Florida to California,27.20990,-82.80310
M/V Angelina B,Structure,Structure,Florida to California,30.12303,-86.61143
M/V Castor,Structure,Structure,Florida to California,26.47895,-80.03720
M/V Courageous,Structure,Structure,Florida to California,30.11148,-86.55502
M/V Deborah,Structure,Structure,Florida to California,30.12519,-86.58986
M/V Fantasea,Structure,Structure,Florida to California,30.23980,-86.50490
M/V Janet Fish Haven,Structure,Structure,Florida to California,30.26399,-86.38508
M/V Miss Joann,Structure,Structure,Florida to California,30.12688,-86.39152
M/V Miss Nellie,Structure,Structure,Florida to California,30.13183,-86.29183
M/V Nekton Pilot,Structure,Structure,Florida to California,30.07403,-86.30810
M/V Nekton Rorqual,Structure,Structure,Florida to California,30.07182,-86.33065
M/V Skippin SUE,Structure,Structure,Florida to California,30.24420,-86.50392
M/V Spirit Of Norfolk,Structure,Structure,Florida to California,30.13235,-86.66147
M/V Zion Train,Structure,Structure,Florida to California,26.96303,-80.00733
Madison Swanson NE,Structure,Structure,Florida to California,29.19633,-85.68333
Madison Swanson NW,Structure,Structure,Florida to California,29.28333,-85.63333
Madison Swanson SE,Structure,Structure,Florida to California,29.28333,-85.83333
Madison Swanson SW,Structure,Structure,Florida to California,29.10000,-85.63333
Mako,Structure,Structure,Florida to California,26.18175,-80.04566
Maxine D Concrete Pile,Structure,Structure,Florida to California,29.32350,-80.74650
MB,Structure,Structure,Florida to California,29.72088,-85.48860
MB,Structure,Structure,Florida to California,29.72096,-85.48336
MB,Structure,Structure,Florida to California,29.72861,-85.48990
MB,Structure,Structure,Florida to California,29.72914,-85.68773
MB,Structure,Structure,Florida to California,29.73029,-85.68243
MB,Structure,Structure,Florida to California,29.73539,-85.48370
MB,Structure,Structure,Florida to California,29.73791,-85.70696
MB,Structure,Structure,Florida to California,29.74868,-85.71058
MB,Structure,Structure,Florida to California,29.75548,-85.89540
MB,Structure,Structure,Florida to California,29.76053,-85.61608
MB,Structure,Structure,Florida to California,29.76093,-85.61188
MB,Structure,Structure,Florida to California,29.76122,-85.59885
MB,Structure,Structure,Florida to California,29.76959,-85.85320
MB,Structure,Structure,Florida to California,29.77516,-85.70293
MB,Structure,Structure,Florida to California,29.77561,-85.60710
MB,Structure,Structure,Florida to California,29.90125,-85.54157
MB,Structure,Structure,Florida to California,29.90443,-85.45048
MB,Structure,Structure,Florida to California,29.90607,-85.46843
MB,Structure,Structure,Florida to California,29.90613,-85.45732
MB,Structure,Structure,Florida to California,29.91098,-85.45550
MB,Structure,Structure,Florida to California,29.91290,-85.46210
MB,Structure,Structure,Florida to California,29.91492,-85.46920
MB,Structure,Structure,Florida to California,29.91536,-85.60563
MB,Structure,Structure,Florida to California,29.91627,-85.47593
MB,Structure,Structure,Florida to California,29.91777,-85.56890
MB,Structure,Structure,Florida to California,29.91792,-85.46052
MB,Structure,Structure,Florida to California,29.91808,-85.60525
MB,Structure,Structure,Florida to California,29.91813,-85.66083
MB,Structure,Structure,Florida to California,29.91842,-85.63425
MB,Structure,Structure,Florida to California,29.91846,-85.59723
MB,Structure,Structure,Florida to California,29.91871,-85.66670
MB,Structure,Structure,Florida to California,29.91967,-85.46733
MB,Structure,Structure,Florida to California,29.92165,-85.55022
MB,Structure,Structure,Florida to California,29.92306,-85.66233
MB,Structure,Structure,Florida to California,29.92306,-85.65456
MB,Structure,Structure,Florida to California,29.92308,-85.64645
MB,Structure,Structure,Florida to California,29.92318,-85.46975
MB,Structure,Structure,Florida to California,29.92339,-85.67001
MB,Structure,Structure,Florida to California,29.92433,-85.62778
MB,Structure,Structure,Florida to California,29.92467,-85.47662
MB,Structure,Structure,Florida to California,29.92813,-85.46793
MB,Structure,Structure,Florida to California,29.92817,-85.49038
MB,Structure,Structure,Florida to California,29.92997,-85.47487
MB,Structure,Structure,Florida to California,29.93158,-85.48162
MB,Structure,Structure,Florida to California,29.93163,-85.49287
MB,Structure,Structure,Florida to California,29.93492,-85.47302
MB,Structure,Structure,Florida to California,29.93510,-85.49538
MB,Structure,Structure,Florida to California,29.93847,-85.49795
MB,Structure,Structure,Florida to California,29.94013,-85.49416
MB,Structure,Structure,Florida to California,29.94015,-85.48240
MB,Structure,Structure,Florida to California,29.94288,-85.48707
MB 126 Set 4,Structure,Structure,Florida to California,29.90416,-85.54483
MB 127 Set,Structure,Structure,Florida to California,29.90914,-85.54396
MB 130 Set,Structure,Structure,Florida to California,29.78645,-85.69597
MB 178 Kerns Memorial,Structure,Structure,Florida to California,29.92440,-85.54465
MB 249 W Reiners III Memorial,Structure,Structure,Florida to California,29.72347,-85.48132
MB 250 JAY Frost Memorial,Structure,Structure,Florida to California,29.92433,-85.60668
MB 258 CCA,Structure,Structure,Florida to California,29.91250,-85.62722
MB 263 B,Structure,Structure,Florida to California,29.92155,-85.54640
MB 88 B,Structure,Structure,Florida to California,29.79138,-85.86648
Mcallister Tug Concrete Pile,Structure,Structure,Florida to California,29.19348,-80.74700
MD,Structure,Structure,Florida to California,27.15726,-82.88678
MD,Structure,Structure,Florida to California,27.16151,-82.88436
Mercedes,Structure,Structure,Florida to California,26.15667,-80.07505
MF Site,Structure,Structure,Florida to California,30.27466,-81.00816
Middle Kelp - Hard Bottom,Structure,Structure,Florida to California,33.42300,-117.65870
Midway Site,Structure,Structure,Florida to California,30.03960,-85.72248
Midway Site 331 Bridge,Structure,Structure,Florida to California,30.04228,-85.72436
Midway Site Tires,Structure,Structure,Florida to California,30.03803,-85.72345
Midway Site Tires,Structure,Structure,Florida to California,30.04478,-85.71986
Mine Sweeper,Structure,Structure,Florida to California,25.80675,-80.05290
Miracles Express,Structure,Structure,Florida to California,25.66990,-80.07263
Miss Aline,Structure,Structure,Florida to California,29.65078,-84.07071
Miss Louise,Structure,Structure,Florida to California,30.37168,-86.42150
Miss Lucy,Structure,Structure,Florida to California,25.68888,-80.07621
Miss Tammy,Structure,Structure,Florida to California,29.81854,-84.37156
Mizpah,Structure,Structure,Florida to California,26.78625,-80.01607
Moby,Structure,Structure,Florida to California,25.62320,-80.08940
Module,Structure,Structure,Florida to California,27.37679,-82.59383
Monomy,Structure,Structure,Florida to California,26.12533,-80.07250
Moody Culverts Barge Tank,Structure,Structure,Florida to California,30.44650,-81.22000
Moria The Mermaids Fish Condo,Structure,Structure,Florida to California,30.05009,-87.08133
MR Site,Structure,Structure,Florida to California,30.43683,-81.21631
MR Site 77 Culverts,Structure,Structure,Florida to California,30.44388,-81.22823
MR Site Maxies,Structure,Structure,Florida to California,30.42136,-81.20753
MR Site Tug,Structure,Structure,Florida to California,30.44394,-81.21756
Mt Deerfield,Structure,Structure,Florida to California,26.31775,-80.06200
MV Miss Lourdies,Structure,Structure,Florida to California,26.31980,-80.05333
Mystic Isle,Structure,Structure,Florida to California,25.68793,-80.06746
Navy Dive Tender YDT,Structure,Structure,Florida to California,30.08762,-87.15948
Navy Dive Tender YDT,Structure,Structure,Florida to California,30.08833,-87.16000
NE Site Steel Tanks,Structure,Structure,Florida to California,30.39366,-81.17566
New Moon,Structure,Structure,Florida to California,29.63355,-84.46656
NHL Culverts,Structure,Structure,Florida to California,30.41049,-80.91100
NHL Site Powerful,Structure,Structure,Florida to California,30.41000,-80.89517
Nine Mile South Ledges Cars And Tires,Structure,Structure,Florida to California,29.87367,-81.05500
NM Site Culverts,Structure,Structure,Florida to California,30.38577,-81.17848
NM Site Tug,Structure,Structure,Florida to California,30.39033,-81.17366
North Nine Mile,Structure,Structure,Florida to California,29.91116,-81.11973
North Nine Mile,Structure,Structure,Florida to California,29.91198,-81.12076
Noula Express,Structure,Structure,Florida to California,26.32130,-80.05746
Nova A R,Structure,Structure,Florida to California,26.11708,-80.06866
Nova A R,Structure,Structure,Florida to California,26.11996,-80.06441
Nova Tire Chip,Structure,Structure,Florida to California,26.12433,-80.09800
Nova/Swiss Cheese Deep,Structure,Structure,Florida to California,26.18650,-80.08250
Nova/Swiss Cheese Shallow,Structure,Structure,Florida to California,26.13550,-80.09650
NRDA,Structure,Structure,Florida to California,30.10050,-85.97040
NRDA,Structure,Structure,Florida to California,30.10698,-85.99483
NRDA,Structure,Structure,Florida to California,30.10972,-85.99197
NRDA 1 A,Structure,Structure,Florida to California,30.08867,-85.90322
NRDA 1 Print,Structure,Structure,Florida to California,30.23825,-86.51737
NRDA 1 Print,Structure,Structure,Florida to California,30.23828,-86.50053
NRDA 1 Print,Structure,Structure,Florida to California,30.25310,-86.51732
NRDA 1 Print,Structure,Structure,Florida to California,30.25320,-86.50057
NRDA 1 Print,Structure,Structure,Florida to California,30.33898,-86.44767
NRDA 1 Print,Structure,Structure,Florida to California,30.33898,-86.43067
NRDA 1 Print,Structure,Structure,Florida to California,30.34672,-86.77943
NRDA 1 Print,Structure,Structure,Florida to California,30.34673,-86.78303
NRDA 1 Print,Structure,Structure,Florida to California,30.34978,-86.77945
NRDA 1 Print,Structure,Structure,Florida to California,30.34978,-86.78305
NRDA 1 Print,Structure,Structure,Florida to California,30.35095,-86.61638
NRDA 1 Print,Structure,Structure,Florida to California,30.35397,-86.44768
NRDA 1 Print,Structure,Structure,Florida to California,30.35397,-86.43068
NRDA 1 Print,Structure,Structure,Florida to California,30.35915,-86.64632
NRDA 1 Print,Structure,Structure,Florida to California,30.37392,-86.62932
NRDA 1 Print,Structure,Structure,Florida to California,30.37395,-86.64630
NRDA 11 B,Structure,Structure,Florida to California,30.08750,-85.90422
NRDA 12 B,Structure,Structure,Florida to California,30.08317,-85.90430
NRDA 13 B,Structure,Structure,Florida to California,30.08500,-85.90155
NRDA 2 A,Structure,Structure,Florida to California,30.08390,-85.90287
NRDA 5 B,Structure,Structure,Florida to California,30.10333,-85.94977
NRDA 7 B,Structure,Structure,Florida to California,30.10060,-85.96775
NRDA 8 B,Structure,Structure,Florida to California,30.09892,-85.92733
NRDA 9 B,Structure,Structure,Florida to California,30.09660,-85.92523
NRDA Phase 3 Cell,Structure,Structure,Florida to California,30.17827,-87.20818
NRDA Phase 3 Cell,Structure,Structure,Florida to California,30.17857,-87.20617
NRDA Phase 3 Cell,Structure,Structure,Florida to California,30.17962,-87.19985
NRDA Phase 3 Cell,Structure,Structure,Florida to California,30.17990,-87.19782
NRDA Phase 3 Cell,Structure,Structure,Florida to California,30.18095,-87.19152
NRDA Phase 3 Cell,Structure,Structure,Florida to California,30.18127,-87.18945
NRDA Phase 3 Cell,Structure,Structure,Florida to California,30.18263,-87.18112
NRDA Phase 3 Cell,Structure,Structure,Florida to California,30.18298,-87.17902
NRDA Phase 3 Cell,Structure,Structure,Florida to California,30.18365,-87.17485
NRDA Phase 3 Cell,Structure,Structure,Florida to California,30.18400,-87.17272
NRDA Phase 3 Cell,Structure,Structure,Florida to California,30.18500,-87.16652
NRDA Phase 3 Cell,Structure,Structure,Florida to California,30.18532,-87.16443
NRDA Phase 3 Cell,Structure,Structure,Florida to California,30.18735,-87.15192
NRDA Phase 3 Cell,Structure,Structure,Florida to California,30.18768,-87.14987
NRDA Phase 3 Cell,Structure,Structure,Florida to California,30.18870,-87.14360
NRDA Phase 3 Cell,Structure,Structure,Florida to California,30.18905,-87.14152
NRDA Phase 3 Cell,Structure,Structure,Florida to California,30.18950,-87.15145
NRDA Phase 3 Cell,Structure,Structure,Florida to California,30.18983,-87.16235
NRDA Phase 3 Cell,Structure,Structure,Florida to California,30.19005,-87.13528
NRDA Phase 3 Cell,Structure,Structure,Florida to California,30.19038,-87.13320
NRDA Phase 3 Cell,Structure,Structure,Florida to California,30.19045,-87.14570
NRDA Phase 3 Cell,Structure,Structure,Florida to California,30.19078,-87.14362
NRDA Phase 3 Cell,Structure,Structure,Florida to California,30.19140,-87.12695
NRDA Phase 3 Cell,Structure,Structure,Florida to California,30.19180,-87.13735
NRDA Phase 3 Cell,Structure,Structure,Florida to California,30.19192,-87.16237
NRDA Phase 3 Cell,Structure,Structure,Florida to California,30.19215,-87.13525
NRDA Phase 3 Cell,Structure,Structure,Florida to California,30.19242,-87.12068
NRDA Phase 3 Cell,Structure,Structure,Florida to California,30.19273,-87.11860
NRDA Phase 3 Cell,Structure,Structure,Florida to California,30.19295,-87.15610
NRDA Phase 3 Cell,Structure,Structure,Florida to California,30.19308,-87.11652
NRDA Phase 3 Cell,Structure,Structure,Florida to California,30.19315,-87.12902
NRDA Phase 3 Cell,Structure,Structure,Florida to California,30.19325,-87.15403
NRDA Phase 3 Cell,Structure,Structure,Florida to California,30.19340,-87.11443
NRDA Phase 3 Cell,Structure,Structure,Florida to California,30.19348,-87.12693
NRDA Phase 3 Cell,Structure,Structure,Florida to California,30.19448,-87.12068
NRDA WM LA,Structure,Structure,Florida to California,30.04167,-86.40707
NRDA WM LA,Structure,Structure,Florida to California,30.04167,-86.34997
NRDA WM LA,Structure,Structure,Florida to California,30.04167,-86.37807
NRDA WM LA,Structure,Structure,Florida to California,30.05832,-86.35000
NRDA WM LA,Structure,Structure,Florida to California,30.05838,-86.37803
NRDA WM LA,Structure,Structure,Florida to California,30.05842,-86.40703
NRDA WM LA,Structure,Structure,Florida to California,30.06668,-86.37795
NRDA WM LA,Structure,Structure,Florida to California,30.06670,-86.34997
NRDA WM LA,Structure,Structure,Florida to California,30.06672,-86.40700
NRDA WM LA,Structure,Structure,Florida to California,30.07498,-86.37797
NRDA WM LA,Structure,Structure,Florida to California,30.07500,-86.35000
NRDA WM LA,Structure,Structure,Florida to California,30.08273,-86.34980
NRDA WM LA,Structure,Structure,Florida to California,30.08330,-86.40700
NRDA WM LB,Structure,Structure,Florida to California,29.81670,-86.38833
NRDA WM LB,Structure,Structure,Florida to California,29.81680,-86.48615
NRDA WM LB,Structure,Structure,Florida to California,29.82498,-86.38838
NRDA WM LB,Structure,Structure,Florida to California,29.82502,-86.48612
NRDA WM LB,Structure,Structure,Florida to California,29.83335,-86.42000
NRDA WM LB,Structure,Structure,Florida to California,29.84165,-86.38827
NRDA WM LB,Structure,Structure,Florida to California,29.84168,-86.45323
NRDA WM LB,Structure,Structure,Florida to California,29.84168,-86.42003
NRDA WM LB,Structure,Structure,Florida to California,29.85825,-86.48610
NRDA WM LB,Structure,Structure,Florida to California,29.85830,-86.42010
NRDA WM LB,Structure,Structure,Florida to California,29.85837,-86.38835
NRDA WM LB,Structure,Structure,Florida to California,29.85840,-86.45323
NRDA WM LB,Structure,Structure,Florida to California,29.86665,-86.42005
NRDA WM LB,Structure,Structure,Florida to California,29.86667,-86.48608
NRDA WM LB,Structure,Structure,Florida to California,29.87485,-86.48607
NRDA WM LB,Structure,Structure,Florida to California,29.87492,-86.51802
NRDA WM LB,Structure,Structure,Florida to California,29.87500,-86.38830
NRDA WM LB,Structure,Structure,Florida to California,29.87502,-86.45322
NRDA WM LB,Structure,Structure,Florida to California,29.88325,-86.48605
NRDA WM LB,Structure,Structure,Florida to California,29.88337,-86.42003
NRDA WM LB,Structure,Structure,Florida to California,29.89165,-86.42003
NRDA WM LB,Structure,Structure,Florida to California,29.89167,-86.45323
NRDA WM LB,Structure,Structure,Florida to California,29.89168,-86.38830
NRDA WM LB,Structure,Structure,Florida to California,29.89168,-86.48603
NRDA WM LB,Structure,Structure,Florida to California,29.89213,-86.51805
NRDA WM LB,Structure,Structure,Florida to California,29.89997,-86.48602
NRDA WM LB,Structure,Structure,Florida to California,29.90823,-86.48600
NRDA WM LB,Structure,Structure,Florida to California,29.90827,-86.45318
NRDA WM LB,Structure,Structure,Florida to California,29.90828,-86.42000
NRDA WM LB,Structure,Structure,Florida to California,29.90832,-86.38827
NRDA WM LB,Structure,Structure,Florida to California,29.91663,-86.42007
NRDA WM LB,Structure,Structure,Florida to California,29.91665,-86.48610
NRDA WM LB,Structure,Structure,Florida to California,29.92482,-86.48605
NRDA WM LB,Structure,Structure,Florida to California,29.92492,-86.45317
NRDA WM LB,Structure,Structure,Florida to California,29.92502,-86.38840
NRDA WM LB,Structure,Structure,Florida to California,29.93330,-86.48607
NRDA WM LB,Structure,Structure,Florida to California,29.93333,-86.41998
NRDA WM LB,Structure,Structure,Florida to California,29.94150,-86.48602
NRDA WM LB,Structure,Structure,Florida to California,29.94160,-86.42007
NRDA WM LB,Structure,Structure,Florida to California,29.94165,-86.45315
NRDA WM LB,Structure,Structure,Florida to California,29.94168,-86.51798
NRDA WM LB,Structure,Structure,Florida to California,29.94168,-86.38837
NRDA WM LB,Structure,Structure,Florida to California,29.94982,-86.48590
NRDA WM LB,Structure,Structure,Florida to California,29.95820,-86.48592
NRDA WM LB,Structure,Structure,Florida to California,29.95828,-86.42003
NRDA WM LB,Structure,Structure,Florida to California,29.95832,-86.38838
NRDA WM LB,Structure,Structure,Florida to California,29.95835,-86.51785
NRDA WM LB,Structure,Structure,Florida to California,29.96662,-86.41993
NRDA WM LB,Structure,Structure,Florida to California,29.96665,-86.48598
NRDA WM LB,Structure,Structure,Florida to California,29.97487,-86.48588
NRDA WM LB,Structure,Structure,Florida to California,29.97497,-86.51798
NRDA WM LB,Structure,Structure,Florida to California,29.97505,-86.38835
NRDA WM LB,Structure,Structure,Florida to California,29.97655,-86.45338
NRDA WM LC,Structure,Structure,Florida to California,30.11903,-86.74822
NRDA WM LC,Structure,Structure,Florida to California,30.11913,-86.81483
NRDA WM LC,Structure,Structure,Florida to California,30.11913,-86.76485
NRDA WM LC,Structure,Structure,Florida to California,30.11913,-86.73157
NRDA WM LC,Structure,Structure,Florida to California,30.11915,-86.69817
NRDA WM LC,Structure,Structure,Florida to California,30.11915,-86.66480
NRDA WM LC,Structure,Structure,Florida to California,30.11917,-86.78983
NRDA WM LC,Structure,Structure,Florida to California,30.11918,-86.79818
NRDA WM LC,Structure,Structure,Florida to California,30.11918,-86.71487
NRDA WM LC,Structure,Structure,Florida to California,30.11918,-86.64815
NRDA WM LC,Structure,Structure,Florida to California,30.11918,-86.63153
NRDA WM LC,Structure,Structure,Florida to California,30.11918,-86.62312
NRDA WM LC,Structure,Structure,Florida to California,30.11920,-86.78152
NRDA WM LC,Structure,Structure,Florida to California,30.11923,-86.77317
NRDA WM LC,Structure,Structure,Florida to California,30.11927,-86.68467
NRDA WM LC,Structure,Structure,Florida to California,30.12038,-86.56728
